fullName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
9,Georgia Ann Guy,GA Guy,NZ-W,5,2.00,0,-,-,-,-,Right-hand bat,Right-arm offbreak
10,Manage Don Nipuni Hansika,MDN Hansika,SL-W,34,16.48,1,6522.0,33.79,2.92,69.3,Left-hand bat,Right-arm medium-fast
11,Laura Julyen Harper,LJ Harper,ENG-W,14,17.50,0,3385.0,43.87,3.03,86.7,Right-hand bat,Right-arm offbreak
12,Grace Margaret Harris,GM Harris,AUS-W,6,3.00,0,12.0,-,0.50,-,Right-hand bat,Right-arm offbreak
13,Jolet Caroline Hartenhof,JC Hartenhof,NL-W,12,0.88,0,240.0,60.50,3.02,120.0,Right-hand bat,Right-arm fast-medium
14,Alexandra Hartley,A Hartley,ENG-W,12,10.00,0,918.0,78.28,3.58,131.1,Right-hand bat,Slow left-arm orthodox
15,Jacqueline Louise Hawker,J Hawker,ENG-W,4,7.25,0,1460.0,33.27,3.00,66.3,Right-hand bat,Right-arm medium
16,Julie Hayes,J Hayes,AUS-W,30,14.17,0,-,-,-,-,Right-hand bat,Right-arm medium
17,Rachael Louise Haynes,RL Haynes,AUS-W,51,34.34,12,6.0,-,3.00,-,Left-hand bat,Left-arm medium
18,Danielle Hazell,D Hazell,ENG-W,26,17.19,0,-,-,-,-,Right-hand bat,Right-arm offbreak
19,Alyssa Jean Healy,AJ Healy,AUS-W,62,32.11,10,2617.0,41.27,3.12,79.3,Right-hand bat,-
20,Shawnisha Hector,S Hector,WI-W,-,-,-,54.0,18.00,2.00,54.0,-,-
21,Dayalan Hemalatha,D Hemalatha,IND-W,3,18.00,0,805.9999999999999,30.12,3.58,50.3,Right-hand bat,Right-arm offbreak
22,Chinelle Akhalia Henry,CA Henry,WI-W,10,12.66,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
23,Marianne Theresa Herbert,MT Herbert,IRE-W,13,3.71,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
24,Caroline Myrtle Willemijn Hes,CMW Hes,NL-W,2,0.00,0,2703.0,38.11,3.55,64.3,Right-hand bat,Right-arm medium-fast
25,Ritsuko Hiroto,R Hiroto,JPN-W,4,0.00,0,78.0,-,5.30,-,Right-hand bat,Right-arm medium-fast
26,Alison Lucille Hodgkinson,AL Hodgkinson,SA-W,28,21.08,2,852.0,89.33,3.77,142.0,Right-hand bat,Legbreak
27,Leonie Martine Hoitink,LM Hoitink,NL-W,7,5.28,0,-,-,-,-,Right-hand bat,Right-arm medium
28,Dawn Holden,D Holden,ENG-W,12,11.25,0,9602.0,37.87,3.90,58.1,Right-hand bat,Slow left-arm orthodox
29,Clea-Nasira Hoyte,C Hoyte,WI-W,3,0.50,0,24.0,-,4.75,-,Right-hand bat,Right-arm offbreak
30,Huda Ziad,Huda Ziad,PAK-W,10,0.80,0,18.0,-,6.00,-,Right-hand bat,Legbreak
31,Holly Rachael Huddleston,HR Huddleston,NZ-W,17,6.70,0,480.99999999999994,52.60,3.28,96.2,Right-hand bat,Right-arm medium-fast
32,Humera Masroor,Humera Masroor,PAK-W,1,12.00,0,1023.0000000000001,43.93,3.86,68.2,Right-hand bat,Right-arm offbreak
33,Julie Lauren Hunter,JL Hunter,AUS-W,3,22.00,0,863.0,43.16,3.60,71.9,Right-hand bat,Right-arm medium
34,Nobet Jhonson Ida,NJ Ida,SL-W,1,0.00,0,282.0,35.00,2.97,70.5,Right-hand bat,Right-arm slow-medium
35,Izumi Iimura,I Iimura,JPN-W,3,1.66,0,-,-,-,-,Right-hand bat,Right-arm slow
36,Kanattakankanamlage Jayamali Indika,KJ Indika,SL-W,10,20.88,1,351.0,51.50,3.52,87.7,Right-hand bat,Right-arm fast-medium
37,Appukutti Arachchige Dona Indralatha,AAD Indralatha,SL-W,8,3.87,0,2031.0,39.80,3.52,67.7,Right-hand bat,Right-arm fast-medium
38,Kodupulle Mudiyansalage Indrani,KM Indrani,SL-W,1,2.00,0,2230.0,57.05,2.76,123.8,Right-hand bat,Right-arm medium
39,Iram Javed,Iram Javed,PAK-W,14,8.92,0,3554.9999999999995,40.61,3.01,80.7,Right-hand bat,Right-arm medium-fast
40,Masumi Ishiyama,M Ishiyama,JPN-W,3,2.00,0,3890.9999999999995,37.50,3.29,68.2,Right-hand bat,Right-arm slow
41,Shabnim Ismail,S Ismail,SA-W,48,11.65,0,-,-,-,-,Left-hand bat,Right-arm fast-medium
42,Cordel Patricia Jack,CP Jack,WI-W,19,14.66,1,570.0,43.11,4.08,63.3,Right-hand bat,Right-arm offbreak
43,Sinalo Jafta,S Jafta,SA-W,6,4.60,0,-,-,-,-,Left-hand bat,-
44,Jahanara Alam,Jahanara Alam,BD-W,30,6.90,0,426.0,130.00,3.66,213.0,Right-hand bat,Right-arm medium
45,Anju Jain,A Jain,IND-W,37,33.87,8,540.0,26.09,3.18,49.0,Right-hand bat,-
46,Karuna Vijaykumar Jain,KV Jain,IND-W,40,29.02,9,576.0,68.40,3.56,115.2,Right-hand bat,-
47,Glenicia James,G James,WI-W,5,23.20,0,-,-,-,-,Right-hand bat,-
48,Augustnuge Don Janakanthymala,AD Janakanthymala,SL-W,20,3.88,0,6.0,-,7.00,-,Right-hand bat,Right-arm offbreak
49,Most Jannatul Ferdus Sumona,Jannatul Ferdus,BD-W,2,0.50,0,-,-,-,-,Right-hand bat,Right-arm offbreak
50,Javeria Khan Wadood,Javeria Khan,PAK-W,100,30.60,15,-,-,-,-,Right-hand bat,Right-arm offbreak
51,Javeria Rauf,Javeria Rauf,PAK-W,4,15.50,0,166.0,16.33,3.54,27.6,Right-hand bat,Right-arm fast-medium
52,Atapattumudiyanselage Chamari Jayangani,AC Jayangani,SL-W,84,31.62,14,-,-,-,-,Left-hand bat,Right-arm offbreak
53,Hayley Nicole Kayla Jensen,HNK Jensen,NZ-W,8,13.57,0,642.0,51.42,3.36,91.7,Right-hand bat,Right-arm medium
54,Iris Widiawatie Jharap,IW Jharap,NL-W,2,3.00,0,-,-,-,-,Right-hand bat,Right-arm fast-medium
55,Jessica Louise Jonassen,JL Jonassen,AUS-W,41,18.62,0,66.0,-,4.27,-,Left-hand bat,Slow left-arm orthodox
56,Amy Ellen Jones,AE Jones,ENG-W,37,27.31,8,5077.0,42.90,3.54,72.5,Right-hand bat,-
57,Melanie Jones,M Jones,AUS-W,33,23.31,3,18.0,-,6.33,-,Right-hand bat,Right-arm medium
58,Qiana Joseph,Q Joseph,WI-W,2,0.00,0,5804.0,38.81,3.69,63.0,Right-hand bat,Left-arm fast
59,Mansi Joshi,M Joshi,IND-W,4,6.66,0,126.0,107.00,5.09,126.0,Right-hand bat,Right-arm medium-fast
60,Cecelia Nora Isobel Mary Joyce,CNIM Joyce,IRE-W,54,23.44,3,234.0,27.00,2.76,58.5,Right-hand bat,Legbreak
61,Isobel Mary Helen Cecilia Joyce,IMHC Joyce,IRE-W,55,17.86,4,1293.0,33.56,3.58,56.2,Right-hand bat,Left-arm medium
62,Laura Michelle Joyce,LM Joyce,ENG-W,2,13.50,0,1270.0,44.00,3.74,70.5,Right-hand bat,-
63,Kainat Imtiaz,Kainat Imtiaz,PAK-W,7,8.50,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
64,Hemlata Kala,H Kala,IND-W,49,20.80,2,12.0,-,4.00,-,Right-hand bat,Right-arm medium
65,Ravi Venkateswarlu Kalpana,RV Kalpana,IND-W,3,2.00,0,6412.000000000001,30.40,3.55,51.2,Right-hand bat,Right-arm offbreak
66,Murugesan Dickeshwashankar Thirush Kamini,MDT Kamini,IND-W,37,25.78,3,180.0,99.00,3.30,180.0,Left-hand bat,Legbreak
67,Kathira Arachchige Dona Ama Kanchana,KADA Kanchana,SL-W,30,11.72,0,-,-,-,-,Right-hand bat,Right-arm fast-medium
68,Mamatha Kanojia,M Kanojia,IND-W,4,15.25,0,14124.0,32.07,2.98,64.4,Right-hand bat,Right-arm offbreak
69,Kanwal Naz,Kanwal Naz,PAK-W,2,17.00,0,2.0,-,12.00,-,Left-hand bat,Slow left-arm orthodox
70,Marizanne Kapp,M Kapp,SA-W,92,27.37,8,1537.0000000000002,45.25,2.82,96.0,Right-hand bat,Right-arm medium
71,Gayathri Lanka Kariyawasam,GL Kariyawasam,SL-W,3,1.00,0,6.0,-,0.00,-,Right-hand bat,Right-arm fast
72,Hiyarage Ishani Hansima Karunaratne,H Karunaratne,SL-W,8,13.75,0,-,-,-,-,Right-hand bat,Right-arm medium
73,Siddathpura Devalage Niluka Sudharshani Karunaratne,SDNS Karunaratne,SL-W,2,8.50,0,-,-,-,-,-,Right-arm offbreak
74,Leigh Meghan Kasperek,LM Kasperek,NZ-W,21,19.14,0,4767.0,33.97,3.50,58.1,Right-hand bat,Right-arm offbreak
75,Kaori Kato,K Kato,JPN-W,5,8.00,0,2000.0,43.60,3.27,80.0,Right-hand bat,Right-arm medium-fast
76,Harmanpreet Kaur Bhullar,H Kaur,IND-W,82,34.88,11,30.0,-,2.20,-,Right-hand bat,Right-arm offbreak
77,Lokusuriyage Eshani Kaushalya,LE Kaushalya,SL-W,86,15.62,5,-,-,-,-,Right-hand bat,Right-arm medium
78,Shauna Maire Kavanagh,SM Kavanagh,IRE-W,13,9.75,0,7793.0,30.63,3.39,54.1,Right-hand bat,Right-arm medium
79,Kaynat Hafeez,Kaynat Hafeez,PAK-W,1,4.00,0,1112.0,57.30,3.09,111.2,Right-hand bat,Right-arm offbreak
80,Lisa Maree Keightley,LM Keightley,AUS-W,35,33.17,11,12.0,-,2.00,-,Right-hand bat,Right-arm medium
81,Rosamond Jane Kember,RJ Kember,NZ-W,10,15.50,1,186.0,106.00,3.41,186.0,Right-hand bat,Legbreak
82,Meg Frances Kendal,MF Kendal,IRE-W,5,19.75,0,1800.0,80.00,3.20,150.0,Left-hand bat,-
83,Amy Johanna Kenealy,AJ Kenealy,IRE-W,19,6.11,0,-,-,-,-,Right-hand bat,Right-arm medium
84,Suzanne Elizabeth Kenealy,SE Kenealy,IRE-W,3,2.50,0,6851.0,43.76,2.64,99.2,Right-hand bat,Right-arm medium
85,Maki Kenjo,M Kenjo,JPN-W,3,0.00,0,168.0,38.50,2.75,84.0,Right-hand bat,Right-arm slow
86,Amelia Charlotte Kerr,AC Kerr,NZ-W,21,33.13,1,6.0,-,4.00,-,Right-hand bat,Legbreak
87,Jessica Mackenzie Kerr,JM Kerr,NZ-W,2,0.00,0,-,-,-,-,Right-hand bat,Right-arm medium
88,Khadija Tul Kubra,Khadija Tul Kubra,BD-W,17,5.50,0,10872.0,42.32,2.91,86.9,Right-hand bat,Right-arm offbreak
89,Ayabonga Khaka,A Khaka,SA-W,30,4.55,0,11384.0,28.24,2.84,59.6,Right-hand bat,Right-arm medium
90,Khursheed Jabeen,Khursheed Jabeen,PAK-W,25,6.16,0,868.0,28.68,4.36,39.4,Left-hand bat,Slow left-arm orthodox
91,Ashlyn Petro Carlyle Kilowan,APC Kilowan,SA-W,16,10.33,0,2212.0,31.00,3.86,48.0,Left-hand bat,Left-arm medium
92,Delissa Maree Kimmince,DM Kimmince,AUS-W,4,79.00,0,669.0,85.60,3.83,133.8,Right-hand bat,Right-arm medium
93,Frances Sarah King,FS King,NZ-W,10,11.57,0,156.0,38.00,4.38,52.0,Right-hand bat,Right-arm fast-medium
94,Stacy-Ann Camille-Ann King,SACA King,WI-W,64,15.00,1,198.0,111.00,3.36,198.0,Left-hand bat,Left-arm medium
95,Kiran Maqsood Baluch,Kiran Baluch,PAK-W,25,18.16,1,-,-,-,-,Right-hand bat,Right-arm offbreak
96,Lee-Ann Giselle Laureel Kirby,LAGL Kirby,WI-W,4,20.00,0,428.0,37.25,4.17,53.5,Right-hand bat,Right-arm slow-medium
97,Arundhati Kirkire,A Kirkire,IND-W,22,20.26,1,234.0,-,4.56,-,Right-hand bat,Right-arm medium
98,Odine Kirsten,O Kirsten,SA-W,5,11.66,0,-,-,-,-,Right-hand bat,Right-arm medium
99,Masabata Marie Klaas,M Klaas,SA-W,28,5.56,0,18.0,-,0.66,-,Right-hand bat,Right-arm medium
100,Heather Clare Knight,HC Knight,ENG-W,96,37.83,19,3001.0,35.93,3.23,66.6,Right-hand bat,Right-arm offbreak
101,Kyshona Annika Knight,Kyshona A Knight,WI-W,35,21.64,0,-,-,-,-,Left-hand bat,Right-arm medium
102,Kycia Akira Knight,Kycia A Knight,WI-W,59,17.75,1,-,-,-,-,Left-hand bat,-
103,Michiko Kono,M Kono,JPN-W,4,0.50,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
104,Debby Kooij,D Kooij,NL-W,4,28.75,1,-,-,-,-,Right-hand bat,-
105,Mandy Kornet,M Kornet,NL-W,13,1.33,0,26865.999999999996,32.13,2.84,67.8,Right-hand bat,Right-arm medium-fast
106,Maartje Alexandra Köster,MA Koster,NL-W,20,17.00,0,594.0,21.15,2.77,45.6,Right-hand bat,Right-arm medium
107,Sandra Kottman,S Kottman,NL-W,3,6.00,0,1148.0,29.40,3.07,57.4,Left-hand bat,Left-arm medium
108,Veda Krishnamurthy,V Krishnamurthy,IND-W,41,25.90,8,13375.0,31.82,3.22,59.1,Right-hand bat,Legbreak
109,Shizuka Kubota,S Kubota,JPN-W,5,5.40,0,318.0,166.00,3.13,318.0,Right-hand bat,Right-arm slow
110,Waliarawe Gedara Achini Kalhari Kaushalya Kulasuriya,WGAKK Kulasuriya,SL-W,11,4.12,0,-,-,-,-,Left-hand bat,Right-arm slow-medium
111,Basnayake Mudiyanselage Sugandika Manel Kumari,BMSM Kumari,SL-W,22,7.35,0,8809.0,37.87,2.65,85.5,Left-hand bat,Slow left-arm orthodox
112,Batugoda Rankoth Gedara Nirosha Kumari,BRGN Kumari,SL-W,2,1.50,0,5736.0,23.52,2.78,50.7,Right-hand bat,Right-arm medium-fast
113,Polgampola Ralalage Chamari Sarojika Kumarihami,PRCS Kumarihami,SL-W,73,15.47,3,-,-,-,-,Left-hand bat,Right-arm medium-fast
114,Ema Kuribayashi,E Kuribayashi,JPN-W,5,5.40,0,135.0,43.50,3.86,67.5,Left-hand bat,Right-arm medium-fast
115,Stacy Lackay,S Lackay,SA-W,1,0.00,0,1737.0,28.90,3.09,56.0,Right-hand bat,Right-arm offbreak
116,Kerri Ann Laing,KA Laing,SA-W,3,66.50,1,6.0,-,1.00,-,Right-hand bat,Right-arm offbreak
117,Abeywickrema Pathiranage Sanduni Lakshika,APS Lakshika,SL-W,9,8.00,0,-,-,-,-,Right-hand bat,Right-arm offbreak
118,Bethany Alicia Langston,BA Langston,ENG-W,2,21.00,0,630.0,96.00,4.57,126.0,Right-hand bat,Right-arm medium
119,Meghann Moira Lanning,MM Lanning,AUS-W,80,52.75,14,234.0,153.00,3.92,234.0,Right-hand bat,Right-arm medium
120,Esther Lanser,E Lanser,NL-W,14,18.15,1,4200.0,34.98,3.14,66.6,Right-hand bat,Right-arm offbreak
121,Lata Mondal,Lata Mondal,BD-W,22,16.65,1,42.0,-,4.42,-,Right-hand bat,Right-arm medium
122,Pamela Yvonne Lavine,PY Lavine,WI-W,24,27.40,3,1787.0,31.48,3.70,51.0,Right-hand bat,Right-arm fast
123,Grainne Leahy,G Leahy,IRE-W,4,3.00,0,11019.0,26.20,2.78,56.5,-,-
124,Alexis le Breton,A le Breton,SA-W,3,4.00,0,126.0,-,3.61,-,Right-hand bat,Right-arm medium
125,Lizelle Lee,L Lee,SA-W,81,33.79,18,1962.0,42.18,2.83,89.1,Right-hand bat,Right-arm medium-fast
126,Kathryn Maria Leng,KM Leng,ENG-W,6,28.16,1,230.99999999999997,29.16,4.54,38.5,Left-hand bat,Legbreak
127,Matshipi Marcia Letsoalo,MM Letsoalo,SA-W,23,6.18,0,330.0,82.00,2.98,165.0,Right-hand bat,Right-arm medium
128,Inge Leurs,I Leurs,NL-W,4,5.50,0,2761.0,50.16,3.27,92.0,Right-hand bat,-
129,Debbie-Ann Lewis,DA Lewis,WI-W,29,12.68,0,25359.999999999996,27.74,2.80,59.3,Right-hand bat,Right-arm medium
130,Gaby Hollis Lewis,GH Lewis,IRE-W,16,13.73,0,-,-,-,-,Right-hand bat,Legbreak
131,Maia Ann Mereana Lewis,MAM Lewis,NZ-W,36,24.06,3,162.0,20.50,1.51,81.0,Right-hand bat,-
132,Robyn Allana Lewis,RA Lewis,IRE-W,2,1.00,0,24.0,-,2.00,-,Right-hand bat,Slow left-arm orthodox
133,Felicity Carol Leydon-Davis,FC Leydon-Davis,NZ-W,1,-,0,6078.0,28.50,2.78,61.3,Right-hand bat,Right-arm medium
134,Emma Liddell,E Liddell,AUS-W,5,1.50,0,1743.0,66.92,2.99,134.0,Right-hand bat,Left-arm medium
135,Victoria Jayne Lind,VJ Lind,NZ-W,8,22.25,1,1123.0,36.87,3.15,70.1,Right-hand bat,-
136,Anne Margaret Linehan,AM Linehan,IRE-W,18,8.76,0,12.0,-,4.00,-,Left-hand bat,Right-arm medium
137,Louise Little,L Little,IRE-W,5,3.25,0,1422.0,54.00,3.64,88.8,Right-hand bat,Right-arm medium
138,Hannah Jayne Lloyd,HJ Lloyd,ENG-W,2,0.50,0,13831.0,30.30,3.26,55.7,Right-hand bat,Right-arm medium
139,Samantha Luzia Joseph Lobatto,SLJ Lobatto,IND-W,2,-,0,7158.0,26.72,2.57,62.2,Right-hand bat,-
140,Johmari Logtenberg,J Logtenberg,SA-W,26,38.54,5,960.0,63.77,3.58,106.6,Right-hand bat,Right-arm medium
141,Madelein Lotter,M Lotter,SA-W,1,0.00,0,1486.0,36.85,3.12,70.7,Right-hand bat,-
142,Sunette Loubser,S Loubser,SA-W,33,12.75,0,3395.0,60.14,2.23,161.6,Right-hand bat,Right-arm offbreak
143,Katherine Lowe,K Lowe,ENG-W,5,1.40,0,-,-,-,-,Right-hand bat,Right-arm medium
144,Sune Luus,S Luus,SA-W,63,23.06,8,-,-,-,-,Right-hand bat,Legbreak
145,Michelle Louise Lynch,ML Lynch,NZ-W,6,17.50,0,-,-,-,-,Right-hand bat,-
146,Mamatha Maben,M Maben,IND-W,25,17.76,1,-,-,-,-,Right-hand bat,Right-arm medium
147,Louise Noreen McCarthy,LN McCarthy,IRE-W,22,4.68,0,12.0,-,2.00,-,Right-hand bat,Right-arm medium
148,Barbara Mary McDonald,BM McDonald,IRE-W,15,4.14,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
149,Sara Jade McGlashan,SJ McGlashan,NZ-W,125,22.36,11,-,-,-,-,Right-hand bat,-
150,Tahlia May McGrath,TM McGrath,AUS-W,4,9.66,0,-,-,-,-,Right-hand bat,Right-arm medium
151,Therese Ann McGregor,TA McGregor,AUS-W,5,65.00,0,588.0,43.71,3.12,84.0,Right-hand bat,"Right-arm fast-medium, Legbreak"
152,Shona Rachel McIntyre,SR McIntyre,SCO-W,6,7.00,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
153,Frances Louise Mackay,FL Mackay,NZ-W,15,17.00,0,188.0,141.00,4.50,188.0,Right-hand bat,Right-arm offbreak
154,Sara Jeanne MacLean,SJ MacLean,SCO-W,6,11.16,0,84.0,-,4.42,-,Right-hand bat,Right-arm bowler
155,Sophie MacMahon,S MacMahon,IRE-W,1,-,0,-,-,-,-,Right-hand bat,Right-arm medium
156,Beth Hannah McNeill,BH McNeill,NZ-W,18,19.30,1,-,-,-,-,Right-hand bat,Right-arm medium
157,Harshitha Madavi Dissanayake Samarawickrama,H Madavi,SL-W,13,19.46,0,-,-,-,-,Left-hand bat,Right-arm slow-medium
158,Heenatigala Madhinage Lasanthi Madushani,HML Madushani,SL-W,13,10.08,0,-,-,-,-,Right-hand bat,Right-arm fast
159,Olivia Jane Magno,OJ Magno,AUS-W,1,10.00,0,426.99999999999994,94.66,3.99,142.3,Right-hand bat,Legbreak googly
160,Maham Tariq,Maham Tariq,PAK-W,6,1.80,0,1635.9999999999998,31.62,3.36,56.4,Right-hand bat,Right-arm fast-medium
161,Mahewish Shahid Khan,Mahewish Khan,PAK-W,7,17.71,1,-,-,-,-,Right-hand bat,Right-arm fast
162,Reema Malhotra,R Malhotra,IND-W,33,21.00,1,3925.0,40.24,3.50,68.8,Right-hand bat,Legbreak
163,Zintle Mali,Z Mali,SA-W,3,3.00,0,24.0,-,3.00,-,Right-hand bat,Right-arm medium
164,Annie Rose Maloney,AR Maloney,AUS-W,-,-,-,-,-,-,-,Right-hand bat,Right-arm fast-medium
165,Smriti Shriniwas Mandhana,S Mandhana,IND-W,51,43.08,17,-,-,-,-,Left-hand bat,Right-arm offbreak
166,Babita Mandlik,B Mandlik,IND-W,3,3.00,0,-,-,-,-,Right-hand bat,Right-arm medium
167,Deepa Madhukar Marathe,DM Marathe,IND-W,17,8.75,0,12912.0,24.62,2.43,60.6,Right-hand bat,Slow left-arm orthodox
168,Mariam Agha,Mariam Agha,PAK-W,3,1.66,0,66.0,9.00,1.63,33.0,-,-
169,Mariam Anwar,Mariam Anwar,PAK-W,4,3.00,0,138.0,96.00,4.17,138.0,-,-
170,Mariam Anwer Butt,Mariam Butt,PAK-W,3,5.00,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
171,Mariam Hasan Shah,Mariam Hasan,PAK-W,3,4.66,0,342.0,16.33,2.57,38.0,Right-hand bat,Right-arm medium-fast
172,Marina Iqbal,Marina Iqbal,PAK-W,32,15.03,1,-,-,-,-,Right-hand bat,Right-arm medium-fast
173,Mariska Kornet,Mariska Kornet,NL-W,10,2.57,0,2511.0,29.43,3.23,54.5,Right-hand bat,Right-arm medium-fast
174,Lara Maritz,L Maritz,IRE-W,5,7.40,0,6.0,-,9.00,-,Right-hand bat,Right-arm medium
175,Laura Alexandra Marsh,LA Marsh,ENG-W,61,13.91,1,6.0,-,12.00,-,Right-hand bat,"Right-arm fast-medium, Right-arm offbreak"
176,Katey Jane Martin,KJ Martin,NZ-W,72,22.90,6,42.0,-,6.42,-,Right-hand bat,-
177,Maryam Butt,Maryam Butt,PAK-W,11,8.00,0,4837.0,30.29,2.29,79.2,Right-hand bat,Left-arm medium-fast
178,Charmaine Lea Mason,CL Mason,AUS-W,2,0.50,0,185.0,50.00,3.24,92.5,Right-hand bat,Right-arm fast
179,Masooma Junaid Farooqi,Masooma Junaid,PAK-W,5,1.50,0,-,-,-,-,Left-hand bat,Left-arm medium
180,Hayley Kristen Matthews,HK Matthews,WI-W,42,25.51,4,73.0,-,4.52,-,Right-hand bat,Right-arm offbreak
181,Vari Symington Crawford Maxwell,VSC Maxwell,SCO-W,7,6.42,0,24.0,-,2.25,-,Right-hand bat,Right-arm medium
182,Joanne McKinley,J McKinley,IRE-W,1,3.00,0,16001.0,28.40,3.33,51.1,Right-hand bat,Right-arm medium
183,Natasha Yannick McLean,NY McLean,WI-W,28,15.40,2,547.0,17.18,3.01,34.1,Right-hand bat,-
184,Meher Dossa Minwalla,Meher Minwalla,PAK-W,2,3.50,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
185,Madhuri Mehta,M Mehta,IND-W,2,12.50,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
186,Batawalage Yashoda Avanthika Mendis,BYA Mendis,SL-W,33,19.24,3,2821.0,28.23,3.54,47.8,Right-hand bat,Right-arm medium
187,Hadunneththi Imalka Sanjeewani Mendis,HIS Mendis,SL-W,3,5.66,0,1530.0,35.80,2.94,72.8,Right-hand bat,Right-arm medium
188,Mona Rajesh Meshram,MR Meshram,IND-W,21,18.52,3,1862.0,35.82,3.23,66.5,Right-hand bat,Right-arm medium
189,Ciara Johanna Metcalfe,CJ Metcalfe,IRE-W,36,3.55,0,12.0,-,4.00,-,Left-hand bat,Legbreak
190,Rowan Claire Milburn,RC Milburn,NZ-W,7,14.83,0,-,-,-,-,Right-hand bat,-
191,Sharon Anne Millanta,SA Millanta,AUS-W,3,21.00,0,715.0,30.81,4.13,44.6,Left-hand bat,Right-arm medium
192,Louise Elizabeth Milliken,LE Milliken,NZ-W,18,11.00,0,4605.0,31.73,2.93,64.8,Right-hand bat,Right-arm fast-medium
193,Annelie Minny,A Minny,SA-W,12,20.63,2,18.0,-,3.66,-,Right-hand bat,Right-arm offbreak
194,Ayako Miyazaki,A Miyazaki,JPN-W,4,5.75,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
195,Anisa Mohammed,A Mohammed,WI-W,80,10.03,0,-,-,-,-,Right-hand bat,Right-arm offbreak
196,Alarda Catharina Mol,AC Mol,NL-W,4,2.25,0,15073.0,33.56,2.96,67.8,Right-hand bat,Right-arm slow
197,Marjolijn A C Molenaar,MAC Molenaar,NL-W,8,5.75,0,3146.0000000000005,37.51,3.07,73.1,Right-hand bat,Right-arm medium-fast
198,Sophie Molineux,S Molineux,AUS-W,2,13.50,0,-,-,-,-,Left-hand bat,Slow left-arm orthodox
199,Lara Deborah Molins,LD Molins,IRE-W,3,1.66,0,-,-,-,-,Right-hand bat,Right-arm medium
fullName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
0,Nadine Avril Moodley,NA Moodley,SA-W,8,10.00,1,750.0,63.00,4.03,93.7,Right-hand bat,Right-arm medium
1,Bethany Louise Mooney,BL Mooney,AUS-W,31,42.12,8,156.0,58.00,2.23,156.0,Left-hand bat,-
2,Beth Louisa Morgan,BL Morgan,ENG-W,50,13.40,1,156.0,-,3.96,-,Right-hand bat,Right-arm medium-fast
3,Laura Maureen Morgan,LM Morgan,IRE-W,1,0.00,0,12.0,-,4.50,-,-,-
4,Sobhana Mostary,S Mostary,BD-W,1,-,0,-,-,-,-,Right-hand bat,Right-arm medium
5,J Mudie,J Mudie,SCO-W,2,0.00,0,1047.0,34.06,2.92,69.8,-,-
6,Muneeba Ali Siddiqi,Muneeba Ali,PAK-W,7,12.28,0,156.0,148.00,5.69,156.0,Left-hand bat,-
7,Subrina Latoya Munroe,SL Munroe,WI-W,8,4.50,0,236.99999999999997,74.50,3.77,118.5,Right-hand bat,Right-arm medium-fast
8,Cara Murray,C Murray,IRE-W,3,0.00,0,4090.0,31.69,3.16,60.1,Right-hand bat,Legbreak
9,Murshida Khatun,Murshida Khatun,BD-W,5,11.00,0,-,-,-,-,Left-hand bat,-
10,Nahida Akter,Nahida Akter,BD-W,13,2.40,0,1039.0,30.23,3.66,49.4,Right-hand bat,Slow left-arm orthodox
11,Nahida Bibi Khan,Nahida Khan,PAK-W,55,24.39,8,1658.0,44.20,3.99,66.3,Right-hand bat,Right-arm medium
12,Sthalam Krishnamurth Sravanthi Naidu,SK Naidu,IND-W,2,1.00,0,479.0,24.66,2.78,53.2,Right-hand bat,Left-arm slow
13,Sulakshana Madhukar Naik,S Naik,IND-W,41,15.51,2,48.0,-,6.62,-,Right-hand bat,-
14,Naila Nazir,Naila Nazir,PAK-W,3,16.00,0,-,-,-,-,Right-hand bat,Legbreak
15,Syeda Nain Fatima Abidi,Nain Abidi,PAK-W,83,20.83,9,1620.0,64.00,3.08,124.6,Right-hand bat,-
16,Nashra Sandhu,Nashra Sandhu,PAK-W,19,3.00,0,-,-,-,-,Right-hand bat,Slow left-arm orthodox
17,Natalia Pervaiz,Natalia Pervaiz,PAK-W,3,31.00,0,174.0,122.00,4.20,174.0,Right-hand bat,Right-arm medium
18,Chedean Natasha Nation,CN Nation,WI-W,34,16.54,0,-,-,-,-,Right-hand bat,-
19,Nazia Tabassum Nazir,Nazia Nazir,PAK-W,18,12.27,0,18401.0,32.84,3.27,60.1,-,-
20,Nazia Sadiq,Nazia Sadiq,PAK-W,1,14.00,0,12.0,-,2.50,-,Right-hand bat,-
21,Nolubabalo Ndzundzu,N Ndzundzu,SA-W,5,14.00,0,-,-,-,-,Right-hand bat,Right-arm medium
