fullName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
Gavin Courtney Tonge,GC Tonge,WI,2,25,96.15,168,113,4.03,168,Right-hand bat,Right-arm fast-medium
James Cullum Tredwell,JC Tredwell,ENG,2,22.5,51.72,786,29.18,2.45,71.4,Left-hand bat,Right-arm offbreak
Christopher Timothy Tremlett,CT Tremlett,ENG,15,10.27,37.79,2902,27,2.95,54.7,Right-hand bat,Right-arm medium-fast
Marcus Edward Trescothick,ME Trescothick,ENG,132,44.6,55.92,210,-,3.4,-,Left-hand bat,Right-arm medium
Ian Jonathan Leonard Trott,IJL Trott,ENG,93,44.08,47.18,708,80,3.38,141.6,Right-hand bat,Right-arm medium
Charlton Kirsh Tshuma,CK Tshuma,ZIM,2,1.5,10,150,85,3.4,150,Right-hand bat,Right-arm fast-medium
Thami Lungisa Tsolekile,TL Tsolekile,SA,5,9.4,26.55,-,-,-,-,Right-hand bat,Right-arm offbreak
Lonwabo Lopsy Tsotsobe,LL Tsotsobe,SA,5,6.33,35.84,870,49.77,3.08,96.6,Right-hand bat,Left-arm fast-medium
Alex Jeremy Tudor,AJ Tudor,ENG,10,7,26.35,1162,36.2,3.73,58.1,Right-hand bat,Right-arm fast
Daryl Raymond Tuffey,DR Tuffey,NZ,31,18.59,44.16,4439,28.7,2.87,59.9,Right-hand bat,Right-arm fast-medium
Philip Clive Roderick Tufnell,PCR Tufnell,ENG,2,7,41.17,234,174,4.46,234,Right-hand bat,Slow left-arm orthodox
Sheikh Tushar Imran,Tushar Imran,BDESH,10,8.9,33.84,60,-,4.8,-,Right-hand bat,-
Shaun David Udal,SD Udal,ENG,7,18.16,50.93,596,43,3.46,74.5,Right-hand bat,Right-arm offbreak
Mahela Lakmal Udawatte,ML Udawatte,SL,4,5.75,31.94,-,-,-,-,Left-hand bat,Right-arm offbreak
Umar Akmal,Umar Akmal,PAK,30,35.82,65.98,-,-,-,-,Right-hand bat,Right-arm offbreak
Umar Amin,Umar Amin,PAK,8,12.37,50,132,21,2.86,44,Left-hand bat,Right-arm medium
Umar Gul,Umar Gul,PAK,67,9.94,47.92,9599,34.06,3.47,58.8,Right-hand bat,Right-arm fast-medium
Jaydev Dipakbhai Unadkat,JD Unadkat,INDIA,2,2,13.33,156,-,3.88,-,Right-hand bat,Left-arm medium
Kalutarage Eric Amila Upashantha,KEA Upashantha,SL,2,2,19.04,48,65,8.12,48,Right-hand bat,Right-arm fast-medium
Usman Salahuddin,Usman Salahuddin,PAK,2,18.5,30.83,-,-,-,-,Right-hand bat,-
Usman Khan Shinwari,Usman Shinwari,PAK,-,-,-,90,54,3.6,90,Right-hand bat,Left-arm medium-fast
Prosper Utseya,P Utseya,ZIM,8,15.28,46.72,753,41,3.26,75.3,Right-hand bat,Right-arm offbreak
Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,WPUJC Vaas,SL,99,28.8,47.79,14053,28.48,2.77,61.6,Left-hand bat,Left-arm fast-medium
Hendrik Erasmus van der Dussen,HE van der Dussen,SA,8,34.25,42.15,-,-,-,-,Right-hand bat,Legbreak
Michael Graydon Vandort,MG Vandort,SL,33,36.9,47.25,-,-,-,-,Left-hand bat,Right-arm medium
Martin van Jaarsveld,M van Jaarsveld,SA,15,30.53,47.54,42,-,4,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
Cornelius Francoius Kruger van Wyk,CFK van Wyk,NZ,17,21.31,49.13,-,-,-,-,Right-hand bat,-
Stiaan van Zyl,S van Zyl,SA,17,26.33,50.77,403,24.66,2.2,67.1,Left-hand bat,Right-arm medium
Michael Paul Vaughan,MP Vaughan,ENG,134,42.76,52.6,822,77.16,3.37,137,Right-hand bat,Right-arm offbreak
Mark Andrew Vermeulen,MA Vermeulen,ZIM,18,24.94,47.76,6,-,5,-,Right-hand bat,Right-arm offbreak
Daniel Luca Vettori,DL Vettori,ICC/NZ,127,34.18,62.45,20519,35.08,2.62,80.1,Left-hand bat,Slow left-arm orthodox
Gade Hanuma Vihari,GH Vihari,INDIA,16,36.8,47.83,345,36,3.13,69,Right-hand bat,Right-arm offbreak
Murali Vijay,M Vijay,INDIA,105,38.28,46.29,384,198,3.09,384,Right-hand bat,Right-arm offbreak
Dane James Vilas,DJ Vilas,SA,9,10.44,44.76,-,-,-,-,Right-hand bat,-
GC Viljoen,GC Viljoen,SA,2,26,83.87,114,94,4.94,114,Right-hand bat,Right-arm fast
Ranganath Vinay Kumar,R Vinay Kumar,INDIA,2,5.5,45.83,78,73,5.61,78,Right-hand bat,Right-arm medium
James Michael Vince,JM Vince,ENG,22,24.9,49.81,24,-,3.25,-,Right-hand bat,Right-arm medium
Lou Vincent,L Vincent,NZ,40,34.15,47.11,6,-,2,-,Right-hand bat,Right-arm medium
Kasun Disi Kithuruwan Vithanage,KDK Vithanage,SL,16,26.42,76.44,174,133,4.58,174,Left-hand bat,Legbreak
Brian Vitalis Vitori,BV Vitori,ZIM,7,10.4,61.9,833,38.66,3.34,69.4,Left-hand bat,Left-arm fast-medium
Adam Charles Voges,AC Voges,AUS,31,61.87,55.68,76,-,3.47,-,Right-hand bat,Slow left-arm orthodox
Matthew Scott Wade,MS Wade,AUS,55,31.3,51.31,30,-,5.6,-,Left-hand bat,Right-arm medium
Wafadar Momand,Wafadar Momand,AFG,3,6,36.36,222,77.5,4.18,111,Right-hand bat,Right-arm medium
Neil Wagner,N Wagner,NZ,63,12.5,44.88,10743,26.6,3.06,52.1,Left-hand bat,Left-arm medium-fast
Wahab Riaz,Wahab Riaz,PAK,41,8.5,42.09,5018,34.5,3.42,60.4,Right-hand bat,Left-arm fast
Brooke Graeme Keith Walker,BGK Walker,NZ,2,15,26.78,89,48.5,6.53,44.5,Right-hand bat,Legbreak
Malcolm Noel Waller,MN Waller,ZIM,28,21.37,50.79,456,27.25,2.86,57,Right-hand bat,Right-arm offbreak
Courtney Andrew Walsh,CA Walsh,WI,10,3.71,28.88,1822,22.25,1.97,67.4,Right-hand bat,Right-arm fast
Chadwick Antonio Kirkpatrick Walton,CAK Walton,WI,4,3.25,65,-,-,-,-,Right-hand bat,-
Mohammad Waqar Salamkheil,Waqar Salamkheil,AFG,1,-,25,186,25.25,3.25,46.5,Right-hand bat,Slow left-arm chinaman
Waqar Younis Maitla,Waqar Younis,PAK,28,10.15,60.55,3005,29.05,3.48,50,Right-hand bat,Right-arm fast
Ian James Ward,IJ Ward,ENG,9,16.12,40.82,-,-,-,-,Left-hand bat,Right-arm medium
Basnayake Shalith Malinda Warnapura,SM Warnapura,SL,24,35.69,58.14,54,-,4.44,-,Left-hand bat,Right-arm offbreak
Shane Keith Warne,SK Warne,AUS,82,20.01,64.26,17203,24.82,2.96,50.3,Right-hand bat,Legbreak googly
David Andrew Warner,DA Warner,AUS,155,48.94,72.85,342,67.25,4.71,85.5,Left-hand bat,Legbreak
Jomel Andrel Warrican,JA Warrican,WI,14,28.4,56.12,1546,39.63,3.38,70.2,Right-hand bat,Slow left-arm orthodox
Dwight Marlon Washington,DM Washington,WI,1,-,28,174,-,3.2,-,Right-hand bat,Right-arm fast
Wasim Akram,Wasim Akram,PAK,4,27.66,74.77,652,60.2,2.76,130.4,Left-hand bat,Left-arm fast
Brighton Tonderai Watambwa,BT Watambwa,ZIM,8,3.66,18.64,931,35,3.15,66.5,Right-hand bat,Right-arm fast-medium
Bradley-John Watling,BJ Watling,NZ,110,38.5,42.35,-,-,-,-,Right-hand bat,-
Shane Robert Watson,SR Watson,AUS,109,35.19,52.59,5495,33.68,2.75,73.2,Right-hand bat,Right-arm fast-medium
Mark Edward Waugh,ME Waugh,AUS,32,38.68,55.4,779,48.88,3.38,86.5,Right-hand bat,"Right-arm medium, Right-arm offbreak"
Stephen Rodger Waugh,SR Waugh,AUS,52,52.13,52.07,630,88,2.51,210,Right-hand bat,Right-arm medium
Uda Walawwe Mahim Bandaralage Chanaka Asanga Welegedara,UWMBCA Welegedara,SL,30,9.08,51.53,3799,41.32,3.58,69,Right-hand bat,Left-arm fast-medium
Thomas Westley,T Westley,ENG,9,24.12,42.6,24,-,3,-,Right-hand bat,Right-arm offbreak
Craig White,C White,ENG,28,28.08,47.78,2044,48.38,3.69,78.6,Right-hand bat,"Right-arm fast-medium, Right-arm offbreak"
Cameron Leon White,CL White,AUS,7,29.2,44.24,558,68.4,3.67,111.6,Right-hand bat,Legbreak googly
Guy James Whittall,GJ Whittall,ZIM,16,28.33,44.17,514,237,2.76,514,Right-hand bat,Right-arm medium
Gallage Pramodya Wickramasinghe,GP Wickramasinghe,SL,2,11,73.33,75,25.5,4.08,37.5,Right-hand bat,Right-arm fast-medium
Wijekoon Mudiyanselage Gayan Ramyakumara,G Wijekoon,SL,3,12.66,40.86,114,33,3.47,57,Left-hand bat,Left-arm medium
Brad Andrew Williams,BA Williams,AUS,6,7.66,56.09,852,45.11,2.85,94.6,Right-hand bat,Right-arm fast
Stuart Clayton Williams,SC Williams,WI,5,22.75,62.32,1773,48.68,3.13,93.3,Right-hand bat,Right-arm medium
Sean Colin Williams,SC Williams,ZIM,24,33.47,56.99,-,-,-,-,Left-hand bat,Slow left-arm orthodox
Kane Stuart Williamson,KS Williamson,NZ,140,50.99,51.63,2103,40.62,3.36,72.5,Right-hand bat,Right-arm offbreak
Charl Myles Willoughby,CM Willoughby,SA,-,-,-,300,125,2.5,300,Left-hand bat,Left-arm fast-medium
Gary Craig Wilson,GC Wilson,IRE,4,15,39.47,-,-,-,-,Right-hand bat,-
Paul John Wiseman,PJ Wiseman,NZ,15,23,45.32,2860,55.53,3.26,102.1,Right-hand bat,Right-arm offbreak
Craig Brian Wishart,CB Wishart,ZIM,26,29.92,54.06,-,-,-,-,Right-hand bat,Right-arm offbreak
Christopher Roger Woakes,CR Woakes,ENG,56,26.15,50.23,5936,30.1,3.04,59.3,Right-hand bat,Right-arm fast-medium
Mark Andrew Wood,MA Wood,ENG,28,18.13,67.39,2963,32.36,3.27,59.2,Right-hand bat,Right-arm fast
Jayant Yadav,J Yadav,INDIA,6,45.6,44.27,627,33.36,3.51,57,Right-hand bat,Right-arm offbreak
Umeshkumar Tilak Yadav,UT Yadav,INDIA,52,11.33,49.85,7383,30.47,3.56,51.2,Right-hand bat,Right-arm fast
Mohammad Yamin Ahmadzai,Yamin Ahmadzai,AFG,7,4.42,37.34,420,21.1,3.01,42,Right-hand bat,Right-arm medium-fast
Yasir Ali,Yasir Ali,PAK,2,-,20,120,27.5,2.75,60,Right-hand bat,Right-arm fast-medium
Yasir Arafat Satti,Yasir Arafat,PAK,3,47,46.76,627,48.66,4.19,69.6,Right-hand bat,Right-arm fast-medium
Yasir Hameed Qureshi,Yasir Hameed,PAK,49,32.41,57.61,78,-,5.53,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
Yasir Shah,Yasir Shah,PAK,58,13.59,46.23,12211,30.52,3.19,57.3,Right-hand bat,Legbreak googly
Tinu Yohannan,T Yohannan,INDIA,4,-,43.33,486,51.2,3.16,97.2,Right-hand bat,Right-arm medium-fast
Reece Alan Young,RA Young,NZ,10,24.14,40.33,-,-,-,-,Right-hand bat,-
Mohammad Younis Khan,Younis Khan,PAK,199,53.56,52.56,804,54.55,3.66,89.3,Right-hand bat,"Right-arm medium, Legbreak"
Yuvraj Singh,Yuvraj Singh,INDIA,62,33.92,57.97,931,60.77,3.52,103.4,Left-hand bat,Slow left-arm orthodox
Zahir Khan  Pakteen,Zahir Khan,AFG,4,0,0,222,31.6,4.27,44.4,Left-hand bat,Slow left-arm chinaman
Ziaur Rahman,Ziaur Rahman,BDESH,2,7,35,180,17.75,2.36,45,Right-hand bat,Right-arm fast-medium
Monde Zondeki,M Zondeki,SA,5,16.4,36.28,780,25.26,3.69,41,Right-hand bat,Right-arm fast
Demuni Nuwan Tharanga Zoysa,DNT Zoysa,SL,22,7.27,39.93,2720,34.95,3.08,68,Left-hand bat,Left-arm fast-medium
Zubayr Hamza,Zubayr Hamza,SA,10,18.1,53.23,-,-,-,-,Right-hand bat,Legbreak
Zulfiqar Babar,Zulfiqar Babar,PAK,18,16,69.56,4478,39.42,2.85,82.9,Right-hand bat,Slow left-arm orthodox
Zulqarnain Haider,Zulqarnain Haider,PAK,2,44,43.78,-,-,-,-,Right-hand bat,-
