urlEnd,Team1,Team2,Venue,Country,StartDate
520603,NZL,RSA,Dunedin,NZL,7 Mar 2012
520604,NZL,RSA,Hamilton,NZL,15 Mar 2012
520605,NZL,RSA,Wellington,NZL,23 Mar 2012
569243,NZL,ENG,Dunedin,NZL,6 Mar 2013
569244,NZL,ENG,Wellington,NZL,14 Mar 2013
569245,NZL,ENG,Auckland,NZL,22 Mar 2013
661679,NZL,WIN,Dunedin,NZL,3 Dec 2013
661681,NZL,WIN,Wellington,NZL,11 Dec 2013
661683,NZL,WIN,Hamilton,NZL,19 Dec 2013
667651,NZL,IND,Auckland,NZL,6 Feb 2014
667653,NZL,IND,Wellington,NZL,14 Feb 2014
749777,NZL,SRL,Christchurch,NZL,26 Dec 2014
749779,NZL,SRL,Wellington,NZL,3 Jan 2015
914203,NZL,SRL,Dunedin,NZL,10 Dec 2015
914205,NZL,SRL,Hamilton,NZL,18 Dec 2015
914237,NZL,AUS,Wellington,NZL,12 Feb 2016
914239,NZL,AUS,Christchurch,NZL,20 Feb 2016
1019993,NZL,PAK,Christchurch,NZL,17 Nov 2016
1019995,NZL,PAK,Hamilton,NZL,25 Nov 2016
1019985,NZL,BAN,Wellington,NZL,12 Jan 2017
1019987,NZL,BAN,Christchurch,NZL,20 Jan 2017
1020041,NZL,RSA,Dunedin,NZL,8 Mar 2017
1020043,NZL,RSA,Wellington,NZL,16 Mar 2017
1020045,NZL,RSA,Hamilton,NZL,25 Mar 2017
1115793,NZL,WIN,Wellington,NZL,1 Dec 2017
1115794,NZL,WIN,Hamilton,NZL,9 Dec 2017
1115780,NZL,ENG,Auckland,NZL,22 Mar 2018
1115781,NZL,ENG,Christchurch,NZL,30 Mar 2018
1153838,NZL,SRL,Wellington,NZL,15 Dec 2018
1153839,NZL,SRL,Christchurch,NZL,26 Dec 2018
1153847,NZL,BAN,Hamilton,NZL,28 Feb 2019
1153848,NZL,BAN,Wellington,NZL,8 Mar 2019
1153849,NZL,BAN,Christchurch,NZL,16 Mar 2019
1187671,NZL,ENG,Mount Maunganui,NZL,21 Nov 2019
1187672,NZL,ENG,Hamilton,NZL,29 Nov 2019
1187685,NZL,IND,Wellington,NZL,21 Feb 2020
1187686,NZL,IND,Christchurch,NZL,29 Feb 2020
63919,IND,AUS,Mumbai,IND,27 Feb 2001
63920,IND,AUS,Kolkata,IND,11 Mar 2001
63921,IND,AUS,Chennai,IND,18 Mar 2001
63961,IND,ENG,Mohali,IND,3 Dec 2001
63962,IND,ENG,Ahmedabad,IND,11 Dec 2001
63963,IND,ENG,Bengaluru,IND,19 Dec 2001
63976,IND,ZIM,Nagpur,IND,21 Feb 2002
63977,IND,ZIM,Delhi,IND,28 Feb 2002
64004,IND,WIN,Mumbai,IND,9 Oct 2002
64005,IND,WIN,Chennai,IND,17 Oct 2002
64006,IND,WIN,Kolkata,IND,30 Oct 2002
64046,IND,NZL,Ahmedabad,IND,8 Oct 2003
64047,IND,NZL,Mohali,IND,16 Oct 2003
64099,IND,AUS,Bengaluru,IND,6 Oct 2004
64100,IND,AUS,Chennai,IND,14 Oct 2004
64101,IND,AUS,Nagpur,IND,26 Oct 2004
64102,IND,AUS,Mumbai,IND,3 Nov 2004
64109,IND,RSA,Kanpur,IND,20 Nov 2004
64110,IND,RSA,Kolkata,IND,28 Nov 2004
64125,IND,PAK,Mohali,IND,8 Mar 2005
64126,IND,PAK,Kolkata,IND,16 Mar 2005
64127,IND,PAK,Bengaluru,IND,24 Mar 2005
226361,IND,SRL,Chennai,IND,2 Dec 2005
226362,IND,SRL,Delhi,IND,10 Dec 2005
226363,IND,SRL,Ahmedabad,IND,18 Dec 2005
239025,IND,ENG,Nagpur,IND,1 Mar 2006
238186,IND,ENG,Mohali,IND,9 Mar 2006
238187,IND,ENG,Mumbai,IND,18 Mar 2006
297806,IND,PAK,Delhi,IND,22 Nov 2007
297807,IND,PAK,Kolkata,IND,30 Nov 2007
297808,IND,PAK,Bengaluru,IND,8 Dec 2007
332911,IND,RSA,Chennai,IND,26 Mar 2008
332912,IND,RSA,Ahmedabad,IND,3 Apr 2008
332913,IND,RSA,Kanpur,IND,11 Apr 2008
345669,IND,AUS,Bengaluru,IND,9 Oct 2008
345670,IND,AUS,Mohali,IND,17 Oct 2008
345671,IND,AUS,Delhi,IND,29 Oct 2008
345672,IND,AUS,Nagpur,IND,6 Nov 2008
361050,IND,ENG,Chennai,IND,11 Dec 2008
361051,IND,ENG,Mohali,IND,19 Dec 2008
430881,IND,SRL,Ahmedabad,IND,16 Nov 2009
430882,IND,SRL,Kanpur,IND,24 Nov 2009
430883,IND,SRL,Mumbai (BS),IND,2 Dec 2009
441825,IND,RSA,Nagpur,IND,6 Feb 2010
441826,IND,RSA,Kolkata,IND,14 Feb 2010
464526,IND,AUS,Mohali,IND,1 Oct 2010
464527,IND,AUS,Bengaluru,IND,9 Oct 2010
464531,IND,NZL,Ahmedabad,IND,4 Nov 2010
464532,IND,NZL,Hyderabad (Deccan),IND,12 Nov 2010
464533,IND,NZL,Nagpur,IND,20 Nov 2010
535997,IND,WIN,Delhi,IND,6 Nov 2011
535998,IND,WIN,Kolkata,IND,14 Nov 2011
535999,IND,WIN,Mumbai,IND,22 Nov 2011
565817,IND,NZL,Hyderabad (Deccan),IND,23 Aug 2012
565818,IND,NZL,Bengaluru,IND,31 Aug 2012
565806,IND,ENG,Ahmedabad,IND,15 Nov 2012
565807,IND,ENG,Mumbai,IND,23 Nov 2012
565808,IND,ENG,Kolkata,IND,5 Dec 2012
565809,IND,ENG,Nagpur,IND,13 Dec 2012
598812,IND,AUS,Chennai,IND,22 Feb 2013
598813,IND,AUS,Hyderabad (Deccan),IND,2 Mar 2013
598814,IND,AUS,Mohali,IND,14 Mar 2013
598815,IND,AUS,Delhi,IND,22 Mar 2013
676525,IND,WIN,Kolkata,IND,6 Nov 2013
676527,IND,WIN,Mumbai,IND,14 Nov 2013
903603,IND,RSA,Mohali,IND,5 Nov 2015
903605,IND,RSA,Bengaluru,IND,14 Nov 2015
903607,IND,RSA,Nagpur,IND,25 Nov 2015
903609,IND,RSA,Delhi,IND,3 Dec 2015
1030213,IND,NZL,Kanpur,IND,22 Sep 2016
1030215,IND,NZL,Kolkata,IND,30 Sep 2016
1030217,IND,NZL,Indore,IND,8 Oct 2016
1034809,IND,ENG,Rajkot,IND,9 Nov 2016
1034811,IND,ENG,Visakhapatnam,IND,17 Nov 2016
1034813,IND,ENG,Mohali,IND,26 Nov 2016
1034815,IND,ENG,Mumbai,IND,8 Dec 2016
1034817,IND,ENG,Chennai,IND,16 Dec 2016
1041761,IND,BAN,Hyderabad (Deccan),IND,9 Feb 2017
1062573,IND,AUS,Pune,IND,23 Feb 2017
1062574,IND,AUS,Bengaluru,IND,4 Mar 2017
1062575,IND,AUS,Ranchi,IND,16 Mar 2017
1062576,IND,AUS,Dharamsala,IND,25 Mar 2017
1122723,IND,SRL,Kolkata,IND,16 Nov 2017
1122724,IND,SRL,Nagpur,IND,24 Nov 2017
1122725,IND,SRL,Delhi,IND,2 Dec 2017
1133983,IND,AFG,Bengaluru,IND,14 Jun 2018
1157752,IND,WIN,Rajkot,IND,4 Oct 2018
1157753,IND,WIN,Hyderabad (Deccan),IND,12 Oct 2018
1168120,AFG,IRE,Dehradun,IND,15 Mar 2019
1187007,IND,RSA,Visakhapatnam,IND,2 Oct 2019
1187008,IND,RSA,Pune,IND,10 Oct 2019
1187009,IND,RSA,Ranchi,IND,19 Oct 2019
1187016,IND,BAN,Indore,IND,14 Nov 2019
1187017,IND,BAN,Kolkata,IND,22 Nov 2019
1193500,AFG,WIN,Lucknow,IND,27 Nov 2019
63946,PAK,BAN,Multan,PAK,29 Aug 2001
63948,PAK,SRL,Lahore,PAK,6 Mar 2002
63989,PAK,NZL,Lahore,PAK,1 May 2002
64147,PAK,NZL,Karachi,PAK,8 May 2002
64043,PAK,BAN,Karachi,PAK,20 Aug 2003
64044,PAK,BAN,Peshawar,PAK,27 Aug 2003
64045,PAK,BAN,Multan,PAK,3 Sep 2003
64050,PAK,RSA,Lahore,PAK,17 Oct 2003
64051,PAK,RSA,Faisalabad,PAK,24 Oct 2003
64081,PAK,IND,Multan,PAK,28 Mar 2004
64082,PAK,IND,Lahore,PAK,5 Apr 2004
64083,PAK,IND,Rawalpindi,PAK,13 Apr 2004
64105,PAK,SRL,Faisalabad,PAK,20 Oct 2004
64106,PAK,SRL,Karachi,PAK,28 Oct 2004
225443,PAK,ENG,Multan,PAK,12 Nov 2005
226350,PAK,ENG,Faisalabad,PAK,20 Nov 2005
226351,PAK,ENG,Lahore,PAK,29 Nov 2005
232615,PAK,IND,Lahore,PAK,13 Jan 2006
233797,PAK,IND,Faisalabad,PAK,21 Jan 2006
234783,PAK,IND,Karachi,PAK,29 Jan 2006
257765,PAK,WIN,Lahore,PAK,11 Nov 2006
257766,PAK,WIN,Multan,PAK,19 Nov 2006
257767,PAK,WIN,Karachi,PAK,27 Nov 2006
299004,PAK,RSA,Karachi,PAK,1 Oct 2007
299005,PAK,RSA,Lahore,PAK,8 Oct 2007
388993,PAK,SRL,Karachi,PAK,21 Feb 2009
388994,PAK,SRL,Lahore,PAK,1 Mar 2009
1206635,PAK,SRL,Rawalpindi,PAK,11 Dec 2019
1206636,PAK,SRL,Karachi,PAK,19 Dec 2019
1213062,PAK,BAN,Rawalpindi,PAK,7 Feb 2020
63916,SRL,ENG,Galle,SRL,22 Feb 2001
63917,SRL,ENG,Kandy,SRL,7 Mar 2001
63918,SRL,ENG,Colombo (SSC),SRL,15 Mar 2001
63943,SRL,IND,Galle,SRL,14 Aug 2001
63944,SRL,IND,Kandy,SRL,22 Aug 2001
63945,SRL,IND,Colombo (SSC),SRL,29 Aug 2001
63947,SRL,BAN,Colombo (SSC),SRL,6 Sep 2001
63958,SRL,WIN,Galle,SRL,13 Nov 2001
63959,SRL,WIN,Kandy,SRL,21 Nov 2001
63960,SRL,WIN,Colombo (SSC),SRL,29 Nov 2001
63969,SRL,ZIM,Colombo (SSC),SRL,27 Dec 2001
63970,SRL,ZIM,Kandy,SRL,4 Jan 2002
63971,SRL,ZIM,Galle,SRL,12 Jan 2002
63995,SRL,BAN,Colombo (PSS),SRL,21 Jul 2002
63996,SRL,BAN,Colombo (SSC),SRL,28 Jul 2002
64001,AUS,PAK,Colombo (PSS),SRL,3 Oct 2002
64030,SRL,NZL,Colombo (PSS),SRL,25 Apr 2003
64031,SRL,NZL,Kandy,SRL,3 May 2003
64056,SRL,ENG,Galle,SRL,2 Dec 2003
64057,SRL,ENG,Kandy,SRL,10 Dec 2003
64058,SRL,ENG,Colombo (SSC),SRL,18 Dec 2003
64071,SRL,AUS,Galle,SRL,8 Mar 2004
64072,SRL,AUS,Kandy,SRL,16 Mar 2004
64073,SRL,AUS,Colombo (SSC),SRL,24 Mar 2004
64097,SRL,RSA,Galle,SRL,4 Aug 2004
64098,SRL,RSA,Colombo (SSC),SRL,11 Aug 2004
213347,SRL,WIN,Colombo (SSC),SRL,13 Jul 2005
214009,SRL,WIN,Kandy,SRL,22 Jul 2005
218813,SRL,BAN,Colombo (RPS),SRL,12 Sep 2005
219612,SRL,BAN,Colombo (PSS),SRL,20 Sep 2005
238216,SRL,PAK,Colombo (SSC),SRL,26 Mar 2006
238217,SRL,PAK,Kandy,SRL,3 Apr 2006
249193,SRL,RSA,Colombo (SSC),SRL,27 Jul 2006
249194,SRL,RSA,Colombo (PSS),SRL,4 Aug 2006
293478,SRL,BAN,Colombo (SSC),SRL,25 Jun 2007
293479,SRL,BAN,Colombo (PSS),SRL,3 Jul 2007
293480,SRL,BAN,Kandy,SRL,11 Jul 2007
291222,SRL,ENG,Kandy,SRL,1 Dec 2007
291223,SRL,ENG,Colombo (SSC),SRL,9 Dec 2007
291224,SRL,ENG,Galle,SRL,18 Dec 2007
343729,SRL,IND,Colombo (SSC),SRL,23 Jul 2008
343730,SRL,IND,Galle,SRL,31 Jul 2008
343731,SRL,IND,Colombo (PSS),SRL,8 Aug 2008
403367,SRL,PAK,Galle,SRL,4 Jul 2009
403368,SRL,PAK,Colombo (PSS),SRL,12 Jul 2009
403369,SRL,PAK,Colombo (SSC),SRL,20 Jul 2009
403378,SRL,NZL,Galle,SRL,18 Aug 2009
403379,SRL,NZL,Colombo (SSC),SRL,26 Aug 2009
456669,SRL,IND,Galle,SRL,18 Jul 2010
456670,SRL,IND,Colombo (SSC),SRL,26 Jul 2010
456671,SRL,IND,Colombo (PSS),SRL,3 Aug 2010
464987,SRL,WIN,Galle,SRL,15 Nov 2010
464988,SRL,WIN,Colombo (RPS),SRL,23 Nov 2010
464989,SRL,WIN,Pallekele,SRL,1 Dec 2010
516212,SRL,AUS,Galle,SRL,31 Aug 2011
516213,SRL,AUS,Pallekele,SRL,8 Sep 2011
516214,SRL,AUS,Colombo (SSC),SRL,16 Sep 2011
521225,SRL,ENG,Galle,SRL,26 Mar 2012
521226,SRL,ENG,Colombo (PSS),SRL,3 Apr 2012
562444,SRL,PAK,Galle,SRL,22 Jun 2012
562445,SRL,PAK,Colombo (SSC),SRL,30 Jun 2012
562446,SRL,PAK,Pallekele,SRL,8 Jul 2012
582192,SRL,NZL,Galle,SRL,17 Nov 2012
582193,SRL,NZL,Colombo (PSS),SRL,25 Nov 2012
602472,SRL,BAN,Galle,SRL,8 Mar 2013
602473,SRL,BAN,Colombo (RPS),SRL,16 Mar 2013
730089,SRL,RSA,Galle,SRL,16 Jul 2014
730091,SRL,RSA,Colombo (SSC),SRL,24 Jul 2014
745153,SRL,PAK,Galle,SRL,6 Aug 2014
745155,SRL,PAK,Colombo (SSC),SRL,14 Aug 2014
860263,SRL,PAK,Galle,SRL,17 Jun 2015
860265,SRL,PAK,Colombo (PSS),SRL,25 Jun 2015
860267,SRL,PAK,Pallekele,SRL,3 Jul 2015
895773,SRL,IND,Galle,SRL,12 Aug 2015
895775,SRL,IND,Colombo (PSS),SRL,20 Aug 2015
895777,SRL,IND,Colombo (SSC),SRL,28 Aug 2015
915773,SRL,WIN,Galle,SRL,14 Oct 2015
915775,SRL,WIN,Colombo (PSS),SRL,22 Oct 2015
995451,SRL,AUS,Pallekele,SRL,26 Jul 2016
995453,SRL,AUS,Galle,SRL,4 Aug 2016
995455,SRL,AUS,Colombo (SSC),SRL,13 Aug 2016
1083444,SRL,BAN,Galle,SRL,7 Mar 2017
1083445,SRL,BAN,Colombo (PSS),SRL,15 Mar 2017
1104483,SRL,ZIM,Colombo (RPS),SRL,14 Jul 2017
1109602,SRL,IND,Galle,SRL,26 Jul 2017
1109603,SRL,IND,Colombo (SSC),SRL,3 Aug 2017
1109604,SRL,IND,Pallekele,SRL,12 Aug 2017
1142581,SRL,RSA,Galle,SRL,12 Jul 2018
1142582,SRL,RSA,Colombo (SSC),SRL,20 Jul 2018
1140385,SRL,ENG,Galle,SRL,6 Nov 2018
1140386,SRL,ENG,Pallekele,SRL,14 Nov 2018
1140387,SRL,ENG,Colombo (SSC),SRL,23 Nov 2018
1192873,SRL,NZL,Galle,SRL,14 Aug 2019
1192874,SRL,NZL,Colombo (PSS),SRL,22 Aug 2019
63930,ZIM,BAN,Bulawayo,ZIM,19 Apr 2001
63931,ZIM,BAN,Harare,ZIM,26 Apr 2001
63934,ZIM,IND,Bulawayo,ZIM,7 Jun 2001
63935,ZIM,IND,Harare,ZIM,15 Jun 2001
63941,ZIM,WIN,Bulawayo,ZIM,19 Jul 2001
63942,ZIM,WIN,Harare,ZIM,27 Jul 2001
63949,ZIM,RSA,Harare,ZIM,7 Sep 2001
63950,ZIM,RSA,Bulawayo,ZIM,14 Sep 2001
64016,ZIM,PAK,Harare,ZIM,9 Nov 2002
64017,ZIM,PAK,Bulawayo,ZIM,16 Nov 2002
64054,ZIM,WIN,Harare,ZIM,4 Nov 2003
64055,ZIM,WIN,Bulawayo,ZIM,12 Nov 2003
64069,ZIM,BAN,Harare,ZIM,19 Feb 2004
64070,ZIM,BAN,Bulawayo,ZIM,26 Feb 2004
64084,ZIM,SRL,Harare,ZIM,6 May 2004
64085,ZIM,SRL,Bulawayo,ZIM,14 May 2004
215253,ZIM,NZL,Harare,ZIM,7 Aug 2005
216055,ZIM,NZL,Bulawayo,ZIM,15 Aug 2005
219062,ZIM,IND,Bulawayo,ZIM,13 Sep 2005
219613,ZIM,IND,Harare,ZIM,20 Sep 2005
522245,ZIM,BAN,Harare,ZIM,4 Aug 2011
523731,ZIM,PAK,Bulawayo,ZIM,1 Sep 2011
527017,ZIM,NZL,Bulawayo,ZIM,1 Nov 2011
623576,ZIM,BAN,Harare,ZIM,17 Apr 2013
623577,ZIM,BAN,Harare,ZIM,25 Apr 2013
659555,ZIM,PAK,Harare,ZIM,3 Sep 2013
659557,ZIM,PAK,Harare,ZIM,10 Sep 2013
736435,ZIM,RSA,Harare,ZIM,9 Aug 2014
1024041,ZIM,NZL,Bulawayo,ZIM,28 Jul 2016
1024043,ZIM,NZL,Bulawayo,ZIM,6 Aug 2016
1059702,ZIM,SRL,Harare,ZIM,29 Oct 2016
1059703,ZIM,SRL,Harare,ZIM,6 Nov 2016
1122886,ZIM,WIN,Bulawayo,ZIM,21 Oct 2017
1122887,ZIM,WIN,Bulawayo,ZIM,29 Oct 2017
1212541,ZIM,SRL,Harare,ZIM,19 Jan 2020
1212542,ZIM,SRL,Harare,ZIM,27 Jan 2020
63956,BAN,ZIM,Dhaka,BAN,8 Nov 2001
63957,BAN,ZIM,Chattogram,BAN,15 Nov 2001
63972,BAN,PAK,Dhaka,BAN,9 Jan 2002
63973,BAN,PAK,Chattogram,BAN,16 Jan 2002
64018,BAN,WIN,Dhaka,BAN,8 Dec 2002
64019,BAN,WIN,Chattogram,BAN,16 Dec 2002
64028,BAN,RSA,Chattogram,BAN,24 Apr 2003
64029,BAN,RSA,Dhaka,BAN,1 May 2003
64052,BAN,ENG,Dhaka,BAN,21 Oct 2003
64053,BAN,ENG,Chattogram,BAN,29 Oct 2003
64103,BAN,NZL,Dhaka,BAN,19 Oct 2004
64104,BAN,NZL,Chattogram,BAN,26 Oct 2004
64111,BAN,IND,Dhaka,BAN,10 Dec 2004
64112,BAN,IND,Chattogram,BAN,17 Dec 2004
64121,BAN,ZIM,Chattogram,BAN,6 Jan 2005
64122,BAN,ZIM,Dhaka,BAN,14 Jan 2005
238167,BAN,SRL,Chattogram,BAN,28 Feb 2006
238168,BAN,SRL,Bogra,BAN,8 Mar 2006
238171,BAN,AUS,Fatullah,BAN,9 Apr 2006
238172,BAN,AUS,Chattogram,BAN,16 Apr 2006
282691,BAN,IND,Chattogram,BAN,18 May 2007
282692,BAN,IND,Dhaka,BAN,25 May 2007
323947,BAN,RSA,Dhaka,BAN,22 Feb 2008
323948,BAN,RSA,Chattogram,BAN,29 Feb 2008
361758,BAN,NZL,Chattogram,BAN,17 Oct 2008
361759,BAN,NZL,Dhaka,BAN,25 Oct 2008
378750,BAN,SRL,Dhaka,BAN,26 Dec 2008
378751,BAN,SRL,Chattogram,BAN,3 Jan 2009
434256,BAN,IND,Chattogram,BAN,17 Jan 2010
434257,BAN,IND,Dhaka,BAN,24 Jan 2010
426423,BAN,ENG,Chattogram,BAN,12 Mar 2010
426424,BAN,ENG,Dhaka,BAN,20 Mar 2010
531986,BAN,WIN,Chattogram,BAN,21 Oct 2011
531987,BAN,WIN,Dhaka,BAN,29 Oct 2011
538072,BAN,PAK,Chattogram,BAN,9 Dec 2011
538073,BAN,PAK,Dhaka,BAN,17 Dec 2011
587469,BAN,WIN,Dhaka,BAN,13 Nov 2012
587470,BAN,WIN,Khulna,BAN,21 Nov 2012
668949,BAN,NZL,Chattogram,BAN,9 Oct 2013
668951,BAN,NZL,Dhaka,BAN,21 Oct 2013
690347,BAN,SRL,Dhaka,BAN,27 Jan 2014
690349,BAN,SRL,Chattogram,BAN,4 Feb 2014
760781,BAN,ZIM,Dhaka,BAN,25 Oct 2014
760783,BAN,ZIM,Khulna,BAN,3 Nov 2014
760785,BAN,ZIM,Chattogram,BAN,12 Nov 2014
858493,BAN,PAK,Khulna,BAN,28 Apr 2015
858495,BAN,PAK,Dhaka,BAN,6 May 2015
870729,BAN,IND,Fatullah,BAN,10 Jun 2015
817213,BAN,RSA,Chattogram,BAN,21 Jul 2015
817215,BAN,RSA,Dhaka,BAN,30 Jul 2015
1029825,BAN,ENG,Chattogram,BAN,20 Oct 2016
1029827,BAN,ENG,Dhaka,BAN,28 Oct 2016
1104284,BAN,AUS,Dhaka,BAN,27 Aug 2017
1104285,BAN,AUS,Chattogram,BAN,4 Sep 2017
1130744,BAN,SRL,Chattogram,BAN,31 Jan 2018
1130745,BAN,SRL,Dhaka,BAN,8 Feb 2018
1153639,BAN,ZIM,Sylhet,BAN,3 Nov 2018
1153640,BAN,ZIM,Dhaka,BAN,11 Nov 2018
1153311,BAN,WIN,Chattogram,BAN,22 Nov 2018
1153312,BAN,WIN,Dhaka,BAN,30 Nov 2018
1197138,BAN,AFG,Chattogram,BAN,5 Sep 2019
1214666,BAN,ZIM,Dhaka,BAN,22 Feb 2020
63974,PAK,WIN,Sharjah,UAE,31 Jan 2002
63975,PAK,WIN,Sharjah,UAE,7 Feb 2002
64002,AUS,PAK,Sharjah,UAE,11 Oct 2002
64003,AUS,PAK,Sharjah,UAE,19 Oct 2002
461571,PAK,RSA,Dubai (DSC),UAE,12 Nov 2010
461572,PAK,RSA,Abu Dhabi,UAE,20 Nov 2010
530424,PAK,SRL,Abu Dhabi,UAE,18 Oct 2011
530425,PAK,SRL,Dubai (DSC),UAE,26 Oct 2011
530426,PAK,SRL,Sharjah,UAE,3 Nov 2011
531628,ENG,PAK,Dubai (DSC),UAE,17 Jan 2012
531629,ENG,PAK,Abu Dhabi,UAE,25 Jan 2012
531630,ENG,PAK,Dubai (DSC),UAE,3 Feb 2012
649087,PAK,RSA,Abu Dhabi,UAE,14 Oct 2013
649089,PAK,RSA,Dubai (DSC),UAE,23 Oct 2013
657647,PAK,SRL,Abu Dhabi,UAE,31 Dec 2013
657649,PAK,SRL,Dubai (DSC),UAE,8 Jan 2014
657651,PAK,SRL,Sharjah,UAE,16 Jan 2014
727927,AUS,PAK,Dubai (DSC),UAE,22 Oct 2014
727929,AUS,PAK,Abu Dhabi,UAE,30 Oct 2014
742611,NZL,PAK,Abu Dhabi,UAE,9 Nov 2014
742613,NZL,PAK,Dubai (DSC),UAE,17 Nov 2014
742615,NZL,PAK,Sharjah,UAE,26 Nov 2014
902635,ENG,PAK,Abu Dhabi,UAE,13 Oct 2015
902637,ENG,PAK,Dubai (DSC),UAE,22 Oct 2015
902639,ENG,PAK,Sharjah,UAE,1 Nov 2015
1050229,PAK,WIN,Dubai (DSC),UAE,13 Oct 2016
1050231,PAK,WIN,Abu Dhabi,UAE,21 Oct 2016
1050233,PAK,WIN,Sharjah,UAE,30 Oct 2016
1120284,PAK,SRL,Abu Dhabi,UAE,28 Sep 2017
1120285,PAK,SRL,Dubai (DSC),UAE,6 Oct 2017
1157370,AUS,PAK,Dubai (DSC),UAE,7 Oct 2018
1157371,AUS,PAK,Abu Dhabi,UAE,16 Oct 2018
1157381,NZL,PAK,Abu Dhabi,UAE,16 Nov 2018
1157382,NZL,PAK,Dubai (DSC),UAE,24 Nov 2018
1157383,NZL,PAK,Abu Dhabi,UAE,3 Dec 2018
1127284,IRE,PAK,Dublin (Malahide),IRE,11 May 2018
