fullName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
Clint McKay,CJ McKay,AUS,1,10,66.66,168,101,3.6,168,Right-hand bat,Right-arm fast-medium
Neil McKenzie,ND McKenzie,SA,82,38.72,42.17,90,-,4.53,-,Right-hand bat,Right-arm medium
Ryan McLaren,R McLaren,SA,3,23.5,43.51,264,54,3.68,88,Left-hand bat,Right-arm medium-fast
Nixon McLean,NAM McLean,WI,6,4.33,28.57,569,44,3.71,71.1,Left-hand bat,Right-arm fast
Craig McMillan,CD McMillan,NZ,43,34.4,55.01,1015,43.07,3.31,78,Right-hand bat,Right-arm medium
Nic Maddinson,NJ Maddinson,AUS,4,6.75,34.61,36,-,4.5,-,Left-hand bat,Slow left-arm orthodox
Keshav Maharaj,KA Maharaj,SA,48,15.3,60.48,6678,33.19,3.28,60.7,Right-hand bat,Slow left-arm orthodox
Farveez Maharoof,MF Maharoof,SL,34,18.53,39.6,2940,65.24,3.32,117.6,Right-hand bat,Right-arm fast-medium
Mahbubul Alam,Mahbubul Alam,BDESH,7,1.25,6.94,587,62.8,3.2,117.4,Right-hand bat,Right-arm medium-fast
Sajid Mahmood,SI Mahmood,ENG,11,8.1,50.31,1130,38.1,4.04,56.5,Right-hand bat,Right-arm fast-medium
Mahmudullah,Mahmudullah,BDESH,93,31.77,53.37,3399,45.32,3.44,79,Right-hand bat,Right-arm offbreak
Blessing Mahwire,NB Mahwire,ZIM,17,13.36,42.48,1287,50.83,4.26,71.5,Right-hand bat,Right-arm fast-medium
Dawid Malan,DJ Malan,ENG,26,27.84,41.08,156,-,2.69,-,Left-hand bat,Legbreak
Pieter Malan,PJ Malan,SA,6,26,29.43,12,-,2.5,-,Right-hand bat,Right-arm medium-fast
Lasith Malinga,SL Malinga,SL,37,11.45,44.42,5209,33.15,3.85,51.5,Right-hand bat,Right-arm fast
Manjurul Islam,Manjural Islam,BDESH,33,3.68,21.65,2970,57.32,3.24,106,Left-hand bat,Left-arm fast-medium
Graham Manou,GA Manou,AUS,2,21,53.84,-,-,-,-,Right-hand bat,-
Manzarul Islam,Manjural Islam Rana,BDESH,11,25.7,37.13,749,80.2,3.21,149.8,Left-hand bat,Slow left-arm orthodox
Alester Maregwede,A Maregwede,ZIM,4,18.5,54.41,-,-,-,-,Right-hand bat,-
Dougie Marillier,DA Marillier,ZIM,6,31.6,42.47,616,29.27,3.13,56,Right-hand bat,Right-arm offbreak
Aiden Markram,AK Markram,SA,37,38.48,63.57,164,-,3.18,-,Right-hand bat,Right-arm offbreak
Mitchell Marsh,MR Marsh,AUS,55,25.2,50.68,2853,38.64,3.41,67.9,Right-hand bat,Right-arm medium
Shaun Marsh,SE Marsh,AUS,68,34.31,43.85,-,-,-,-,Left-hand bat,Slow left-arm orthodox
Hamish Marshall,HJH Marshall,NZ,18,36,48.68,-,-,-,-,Right-hand bat,Right-arm medium
James Marshall,JAH Marshall,NZ,11,19.81,39.06,-,-,-,-,Right-hand bat,Right-arm medium
Xavier Marshall,XM Marshall,WI,12,20.25,49.79,12,-,0,-,Right-hand bat,Right-arm offbreak
Marshall Ayub,Marshall Ayub,BDESH,6,20.83,42.95,60,-,5.3,-,Right-hand bat,Legbreak
Bruce Martin,BP Martin,NZ,6,14.8,52.48,1518,53.83,2.55,126.5,Right-hand bat,Slow left-arm orthodox
Chris Martin,CS Martin,NZ,99,2.22,19.47,13300,34.63,3.39,61.2,Right-hand bat,Right-arm fast-medium
Damien Martyn,DR Martyn,AUS,89,47.1,52.21,300,78,3.12,150,Right-hand bat,Right-arm medium
Timycen Maruma,T Maruma,ZIM,5,13.6,40.96,-,-,-,-,Right-hand bat,Legbreak googly
Hamilton Masakadza,H Masakadza,ZIM,76,30.04,44.38,1164,30.56,2.52,72.7,Right-hand bat,Right-arm medium
Shingi Masakadza,SW Masakadza,ZIM,9,11,36.66,1057,32.18,2.92,66,Right-hand bat,Right-arm fast-medium
Wellington Masakadza,WP Masakadza,ZIM,2,10.5,23.86,79,27,4.1,39.5,Left-hand bat,Slow left-arm orthodox
Mashrafe Mortaza,Mashrafe Mortaza,BDESH,67,12.85,67.2,5990,41.52,3.24,76.7,Right-hand bat,Right-arm fast-medium
Michael Mason,MJ Mason,NZ,2,1.5,9.09,132,-,4.77,-,Right-hand bat,Right-arm fast-medium
Prince Masvaure,PS Masvaure,ZIM,10,23.5,33.81,84,-,4.35,-,Left-hand bat,Left-arm fast-medium
Angelo Mathews,AD Mathews,SL,154,45.31,48.62,3876,52.87,2.7,117.4,Right-hand bat,Right-arm medium
Stuart Matsikenyeri,S Matsikenyeri,ZIM,16,23.4,50.57,483,172.5,4.28,241.5,Right-hand bat,Right-arm offbreak
Brandon Mavuta,B Mavuta,ZIM,4,2.25,29.03,336,59.25,4.23,84,Right-hand bat,Legbreak
Tino Mawoyo,TMK Mawoyo,ZIM,22,29.28,37.04,-,-,-,-,Right-hand bat,Right-arm medium-fast
Glenn Maxwell,GJ Maxwell,AUS,14,26.07,59.47,462,42.62,4.42,57.7,Right-hand bat,Right-arm offbreak
James McCollum,JA McCollum,IRE,4,18.25,41.47,-,-,-,-,Right-hand bat,Right-arm medium
Mehidy Hasan,Mehidy Hasan Miraz,BDESH,42,17.72,51.78,5306,33.12,3.37,58.9,Right-hand bat,Right-arm offbreak
Mehrab Hossain,Mehrab Hossain,BDESH,16,14.68,33.19,12,-,2.5,-,Right-hand bat,Right-arm medium
Mehrab Hossain jnr,Mehrab Hossain jnr,BDESH,13,20.25,51.05,407,70.25,4.14,101.7,Left-hand bat,Slow left-arm orthodox
Ajantha Mendis,BAW Mendis,SL,19,16.38,46.81,4730,34.77,3.08,67.5,Right-hand bat,Right-arm offbreak
Kusal Mendis,BKG Mendis,SL,85,36.97,55.59,84,69,4.92,84,Right-hand bat,Legbreak
Joe Mennie,JM Mennie,AUS,2,5,41.66,168,85,3.03,168,Right-hand bat,Right-arm fast-medium
Keegan Meth,KO Meth,ZIM,4,24,55.81,324,24.5,1.81,81,Right-hand bat,Right-arm medium-fast
Colin Miller,CR Miller,AUS,3,19.5,39.39,708,31.33,3.18,59,Right-hand bat,"Right-arm fast-medium, Right-arm offbreak"
Nikita Miller,NO Miller,WI,2,2.5,8.77,132,-,3.04,-,Right-hand bat,Slow left-arm orthodox
Kyle Mills,KD Mills,NZ,30,11.56,38.58,2902,33.02,3,65.9,Right-hand bat,Right-arm fast-medium
Solomon Mire,SF Mire,ZIM,4,19.5,57.77,84,32,2.28,84,Right-hand bat,Right-arm medium-fast
Mir Hamza,Mir Hamza,PAK,2,-,18.18,90,67,4.46,90,Left-hand bat,Left-arm medium
Misbah-ul-Haq,Misbah-ul-Haq,PAK,132,46.62,44.53,-,-,-,-,Right-hand bat,Legbreak
Amit Mishra,A Mishra,INDIA,32,21.6,58.74,5103,35.72,3.19,67.1,Right-hand bat,Legbreak
Daryl Mitchell,DJ Mitchell,NZ,1,73,45.91,132,-,3.13,-,Right-hand bat,Right-arm medium
Abhimanyu Mithun,A Mithun,INDIA,5,24,48.19,720,50.66,3.8,80,Right-hand bat,Right-arm medium
Mohammad Abbas,Mohammad Abbas,PAK,25,7.23,19.62,3814,20.76,2.44,50.8,Right-hand bat,Right-arm medium-fast
Mohammad Akram,Mohammad Akram,PAK,2,5,45.45,132,-,4.81,-,Right-hand bat,Right-arm fast-medium
Mohammad Amir,Mohammad Amir,PAK,67,13.41,37.92,7619,30.47,2.85,64,Left-hand bat,Left-arm fast
Mohammad Ashraful,Mohammad Ashraful,BDESH,119,24,46.07,1733,60.52,4.4,82.5,Right-hand bat,"Right-arm offbreak, Legbreak"
Mohammad Asif,Mohammad Asif,PAK,38,5.64,30.45,5171,24.36,2.99,48.7,Left-hand bat,Right-arm fast-medium
Mohammad Ayub,Mohammad Ayub,PAK,2,23.5,27.97,-,-,-,-,Right-hand bat,Right-arm offbreak
Mohammad Hafeez,Mohammad Hafeez,PAK,105,37.64,56.01,4067,34.11,2.66,76.7,Right-hand bat,Right-arm offbreak
Mohammad Irfan,Mohammad Irfan,PAK,7,5.6,32.18,712,38.9,3.27,71.2,Right-hand bat,Left-arm fast
Mohammad Khalil,Mohammad Khalil,PAK,4,3,13.84,290,-,4.13,-,Left-hand bat,Left-arm medium
Mohammad Mithun,Mohammad Mithun,BDESH,16,19.25,47.09,-,-,-,-,Right-hand bat,-
Mohammad Nabi,Mohammad Nabi,AFG,6,5.5,48.52,546,31.75,2.79,68.2,Right-hand bat,Right-arm offbreak
Mohammad Nawaz,Mohammad Nawaz,3),4,12.5,31.84,383,29.4,2.3,76.6,Left-hand bat,Slow left-arm orthodox
Mohammad Rafique,Mohammad Rafique,BDESH,61,18.78,64.76,8426,40.78,2.81,86.8,Left-hand bat,Slow left-arm orthodox
Mohammad Rizwan,Mohammad Rizwan,PAK,9,32.14,61.98,-,-,-,-,Right-hand bat,-
Mohammad Salim,Mohammad Salim,BDESH,4,16.33,38.28,-,-,-,-,Right-hand bat,-
Mohammad Salman,Mohammad Salman,PAK,4,6.25,43.85,-,-,-,-,Right-hand bat,Legbreak
Mohammad Sami,Mohammad Sami,PAK,56,11.59,30.78,7499,52.74,3.58,88.2,Right-hand bat,Right-arm fast
Mohammad Shahid,Mohammad Shahid,BDESH,6,11.4,70.37,630,57.6,2.74,126,Right-hand bat,Right-arm medium-fast
Mohammad Shahzad,Mohammad Shahzad,AFG,4,17.25,51.87,-,-,-,-,Right-hand bat,-
Mohammad Sharif,Mohammad Sharif,BDESH,20,7.17,43.26,1651,79,4.01,117.9,Right-hand bat,Right-arm medium-fast
Mohammad Talha,Mohammad Talha,PAK,5,8.5,47.22,740,56,4.08,82.2,Right-hand bat,Right-arm medium-fast
Mohammad Yousuf,Mohammad Yousuf,PAK,111,57.36,56.15,6,-,3,-,Right-hand bat,Right-arm offbreak
Mohammad Zahid,Mohammad Zahid,PAK,2,0,0,150,54,4.32,75,Right-hand bat,Right-arm fast-medium
Dave Mohammed,D Mohammed,WI,8,32.14,71.65,1065,51.38,3.76,81.9,Left-hand bat,Slow left-arm chinaman
Mohammed Shami,Mohammed Shami,INDIA,64,11.29,76.81,8897,27.36,3.32,49.4,Right-hand bat,Right-arm fast
Moin Khan,Moin Khan,PAK,11,32.3,62.71,-,-,-,-,Right-hand bat,Right-arm offbreak
Mominul Haque,Mominul Haque,BDESH,74,40.85,56.03,601,94,3.75,150.2,Left-hand bat,Slow left-arm orthodox
Nayan Mongia,NR Mongia,INDIA,4,20,50.42,-,-,-,-,Right-hand bat,-
Peter Moor,PJ Moor,ZIM,16,35.53,44.97,-,-,-,-,Right-hand bat,Right-arm offbreak
Eoin Morgan,EJG Morgan,ENG,24,30.43,54.77,-,-,-,-,Left-hand bat,Right-arm medium
Albie Morkel,JA Morkel,SA,1,58,81.69,192,132,4.12,192,Left-hand bat,Right-arm medium-fast
Morne Morkel,M Morkel,SA,104,11.65,50.8,16498,27.66,3.1,53.3,Left-hand bat,Right-arm fast
Chris Morris,CH Morris,SA,7,24.71,47.79,623,38.25,4.42,51.9,Right-hand bat,Right-arm fast-medium
Runako Morton,RS Morton,WI,27,22.03,48.07,66,-,4.54,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
Mosaddek Hossain,Mosaddek Hossain,BDESH,6,41,46.85,90,-,3.26,-,Right-hand bat,Right-arm offbreak
Chris Mpofu,CB Mpofu,ZIM,28,5.83,42.16,2489,48,3.35,85.8,Right-hand bat,Right-arm fast-medium
Jehan Mubarak,J Mubarak,SL,23,17.5,43.5,103,-,3.84,-,Left-hand bat,Right-arm offbreak
Brian Mudzinganyama,BS Mudzinganyama,ZIM,1,16,25.8,-,-,-,-,Left-hand bat,Right-arm offbreak
Muhammad Musa,Muhammad Musa,PAK,2,-,94.11,120,-,5.7,-,Right-hand bat,Right-arm fast-medium
Mujeeb Ur Rahman,Mujeeb Ur Rahman,AFG,2,9,105.88,90,75,5,90,Right-hand bat,Right-arm offbreak
Abhinav Mukund,A Mukund,INDIA,14,22.85,45.71,12,-,7,-,Left-hand bat,Legbreak googly
Wiaan Mulder,PWA Mulder,SA,2,7,82.35,42,12,1.71,42,Right-hand bat,Right-arm medium
Alan Mullally,AD Mullally,ENG,1,0,0,183,49.5,3.24,91.5,Right-hand bat,Left-arm fast-medium
Carl Mumba,CT Mumba,ZIM,5,8.33,23.36,599,35.4,3.54,59.9,Right-hand bat,Right-arm fast-medium
Colin Munro,C Munro,NZ,2,7.5,57.69,108,20,2.22,54,Left-hand bat,Right-arm medium-fast
Tawanda Mupariwa,T Mupariwa,ZIM,2,15,33.33,204,-,4,-,Right-hand bat,Right-arm fast-medium
Muttiah Muralitharan,M Muralitharan,ICC/SL,88,10.87,77.57,25417,21.23,2.49,51,Right-hand bat,Right-arm offbreak
Brian Murphy,BA Murphy,ZIM,5,17.8,37.71,558,78,3.35,139.5,Right-hand bat,Legbreak googly
Junior Murray,JR Murray,WI,3,0.33,4.76,-,-,-,-,Right-hand bat,-
Tim Murtagh,TJ Murtagh,IRE,6,27.25,82.57,570,16.38,2.24,43.8,Left-hand bat,Right-arm fast-medium
Tarisai Musakanda,TK Musakanda,ZIM,2,3,28.57,-,-,-,-,Right-hand bat,"Right-arm medium, Right-arm slow-medium"
Natsai M'shangwe,N M'shangwe,ZIM,4,2,44.44,790,62.14,3.3,112.8,Right-hand bat,Legbreak
Mushfiqur Rahim,Mushfiqur Rahim,BDESH,130,36.77,47.75,-,-,-,-,Right-hand bat,-
Mushfiqur Rahman,Mushfiqur Rahman,BDESH,19,13.64,30.72,1365,63.3,3.61,105,Right-hand bat,Right-arm fast-medium
Mushtaq Ahmed,Mushtaq Ahmed,PAK,3,19.5,47.56,492,94,3.43,164,Right-hand bat,Legbreak googly
Mustafizur Rahman,Mustafizur Rahman,BDESH,19,4.3,40.57,1845,35.17,3.2,65.8,Left-hand bat,Left-arm fast-medium
Senuran Muthusamy,S Muthusamy,SA,4,49,35.25,225,90,4.8,112.5,Left-hand bat,Slow left-arm orthodox
Forster Mutizwa,F Mutizwa,ZIM,2,12,39.34,-,-,-,-,Right-hand bat,Right-arm offbreak
Tinotenda Mutombodzi,CT Mutombodzi,ZIM,2,20.5,33.88,114,-,3.52,-,Right-hand bat,Legbreak googly
Richmond Mutumbami,R Mutumbami,ZIM,12,19.72,47.37,-,-,-,-,Right-hand bat,Right-arm offbreak
Blessing Muzarabani,B Muzarabani,ZIM,2,14,100,78,-,3.69,-,Right-hand bat,Right-arm fast-medium
Waddington Mwayenga,W Mwayenga,ZIM,2,15,88.23,126,79,3.76,126,Right-hand bat,Right-arm medium
Shahbaz Nadeem,S Nadeem,INDIA,1,-,20,104,10,2.3,26,Right-hand bat,Slow left-arm orthodox
Naeem Islam,Naeem Islam,BDESH,15,32,37.47,574,303,3.16,574,Right-hand bat,Right-arm offbreak
Nafees Iqbal,Nafees Iqbal,BDESH,22,23.54,38.88,-,-,-,-,Right-hand bat,Right-arm medium
Mahendra Nagamootoo,MV Nagamootoo,WI,6,30.8,48.88,1236,60.55,2.64,137.3,Left-hand bat,Legbreak googly
Naimur Rahman,Naimur Rahman,BDESH,13,16,50.26,1030,94,3.28,171.6,Right-hand bat,Right-arm offbreak
Karun Nair,KK Nair,INDIA,7,62.33,73.91,12,-,5.5,-,Right-hand bat,Right-arm offbreak
Sunil Narine,SP Narine,WI,7,8,43.47,1650,40.52,3.09,78.5,Left-hand bat,Right-arm offbreak
Naseem Shah,Naseem Shah,PAK,4,5,45.45,601,26.84,3.48,46.2,Right-hand bat,Right-arm fast
Brendan Nash,BP Nash,WI,33,33.42,43.28,492,123.5,3.01,246,Left-hand bat,Left-arm medium
Dion Nash,DJ Nash,NZ,1,-,39.68,180,-,3.1,-,Right-hand bat,Right-arm fast-medium
Nasir Hossain,Nasir Hossain,BDESH,32,34.8,54.46,924,55.25,2.87,115.5,Right-hand bat,Right-arm offbreak
Nasir Jamal,Nasir Jamal,AFG,2,8.5,34,-,-,-,-,Right-hand bat,Legbreak googly
Nasir Jamshed,Nasir Jamshed,PAK,4,12.75,47.66,-,-,-,-,Left-hand bat,-
Naved-ul-Hasan,Naved-ul-Hasan,PAK,15,19.91,84.15,1565,58,4,86.9,Right-hand bat,Right-arm medium-fast
Naved Latif,Naved Latif,PAK,2,10,52.63,-,-,-,-,Right-hand bat,Right-arm medium
Naveed Nawaz,MN Nawaz,SL,2,99,51.56,-,-,-,-,Left-hand bat,Legbreak
Nayeem Hasan,Nayeem Hasan,BDESH,6,17.5,39.32,780,20.47,2.99,41,Right-hand bat,Right-arm offbreak
Nazimuddin,Nazimuddin,BDESH,6,20.83,39.06,-,-,-,-,Right-hand bat,Right-arm medium
Nazmul Hossain,Nazmul Hossain,BDESH,4,8,76.19,329,38.8,3.53,65.8,Right-hand bat,Right-arm medium-fast
Najmul Hossain Shanto,Najmul Hossain Shanto,BDESH,7,28.71,41.1,4,-,19.5,-,Left-hand bat,Right-arm offbreak
Nazmul Islam,Nazmul Islam,BDESH,2,2,25,174,19,2.62,43.5,Left-hand bat,Slow left-arm orthodox
Njabulo Ncube,N Ncube,ZIM,2,8.5,73.91,210,121,3.45,210,Right-hand bat,Right-arm fast-medium
Ainsley Ndlovu,A Ndlovu,ZIM,4,2.25,22.5,420,138.5,3.95,210,Right-hand bat,Slow left-arm orthodox
James Neesham,JDS Neesham,NZ,22,33.76,66.32,1076,48.21,3.76,76.8,Left-hand bat,Right-arm medium-fast
Ashish Nehra,A Nehra,INDIA,25,5.5,30.07,3279,41.2,3.24,76.2,Right-hand bat,Left-arm medium-fast
Andre Nel,A Nel,SA,42,9.91,46.1,7630,31.86,3.08,62,Right-hand bat,Right-arm fast-medium
Peter Nevill,PM Nevill,AUS,23,22.28,40.66,-,-,-,-,Right-hand bat,-
Mfuneko Ngam,M Ngam,SA,-,-,-,128,10.33,2.9,21.3,Right-hand bat,Right-arm fast
Lungi Ngidi,L Ngidi,SA,9,3,36.58,739,25.06,3.05,49.2,Right-hand bat,Right-arm fast
Henry Nicholls,HM Nicholls,NZ,50,39.7,49.39,-,-,-,-,Left-hand bat,Right-arm offbreak
Rob Nicol,RJ Nicol,NZ,4,7,26.66,17,-,4.58,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
Prabath Nissanka,RAP Nissanka,SL,5,6,21.68,587,36.6,3.74,58.7,Right-hand bat,Right-arm medium-fast
Mluleki Nkala,ML Nkala,ZIM,10,16.77,40.48,822,83,3.02,164.4,Right-hand bat,Right-arm medium
Marcus North,MJ North,AUS,35,35.48,48.14,1258,42.21,2.81,89.8,Left-hand bat,Right-arm offbreak
Anrich Nortje,A Nortje,SA,12,9.88,22.7,1047,35.1,3.82,55.1,Right-hand bat,Right-arm fast
Makhaya Ntini,M Ntini,SA,107,10.05,49.16,19202,28.93,3.29,52.7,Right-hand bat,Right-arm fast
Nurul Hasan,Nurul Hasan,BDESH,6,19.16,61.82,-,-,-,-,Right-hand bat,-
Victor Nyauchi,VM Nyauchi,ZIM,5,15,39.47,569,40.83,2.58,94.8,Right-hand bat,Right-arm fast-medium
John Nyumbu,J Nyumbu,ZIM,6,7.6,29.45,663,75.8,3.42,132.6,Right-hand bat,Right-arm offbreak
Iain O'Brien,IE O'Brien,NZ,34,7.55,38.48,4394,33.27,3.31,60.1,Right-hand bat,Right-arm fast-medium
Kevin O'Brien,KJ O'Brien,IRE,6,51.6,55.24,60,-,3.1,-,Right-hand bat,Right-arm medium-fast
Niall O'Brien,NJ O'Brien,IRE,2,9,32.72,-,-,-,-,Left-hand bat,-
Shayne O'Connor,SB O'Connor,NZ,-,-,-,104,-,3.86,-,Left-hand bat,Left-arm fast-medium
Naman Ojha,NV Ojha,INDIA,2,28,47.86,-,-,-,-,Right-hand bat,-
Pragyan Ojha,PP Ojha,INDIA,27,8.9,18.08,7633,30.26,2.68,67.5,Left-hand bat,Slow left-arm orthodox
Steve O'Keefe,SNJ O'Keefe,AUS,13,9.55,19.86,2228,29.4,2.77,63.6,Right-hand bat,Slow left-arm orthodox
Duanne Olivier,D Olivier,SA,12,3.71,27.95,1440,19.25,3.85,30,Right-hand bat,Right-arm fast-medium
Henry Olonga,HK Olonga,ZIM,13,5.45,28.57,1060,45.37,4.1,66.2,Right-hand bat,Right-arm fast
Graham Onions,G Onions,ENG,10,10,30.92,1606,29.9,3.57,50.1,Right-hand bat,Right-arm medium-fast
Justin Ontong,JL Ontong,SA,4,19,36.77,185,133,4.31,185,Right-hand bat,Right-arm offbreak
Jacob Oram,JDP Oram,NZ,59,36.32,50.38,4964,33.05,2.39,82.7,Left-hand bat,Right-arm fast-medium
Jimmy Ormond,J Ormond,ENG,4,12.66,36.89,372,92.5,2.98,186,Right-hand bat,"Right-arm medium-fast, Right-arm offbreak"
Craig Overton,C Overton,ENG,8,20.66,40.78,707,44.77,3.42,78.5,Right-hand bat,Right-arm medium-fast
Donovan Pagon,DJ Pagon,WI,3,12.33,37.75,-,-,-,-,Right-hand bat,-
Tim Paine,TD Paine,AUS,50,31.66,44.24,-,-,-,-,Right-hand bat,Right-arm medium
Hardik Pandya,HH Pandya,INDIA,18,31.29,73.88,937,31.05,3.38,55.1,Right-hand bat,Right-arm medium-fast
Monty Panesar,MS Panesar,ENG,68,4.88,29.37,12475,34.71,2.78,74.7,Left-hand bat,Slow left-arm orthodox
Pankaj Singh,Pankaj Singh,INDIA,4,3.33,50,450,146,3.89,225,Right-hand bat,Right-arm medium-fast
Rishabh Pant,RR Pant,INDIA,22,38.76,68.57,-,-,-,-,Left-hand bat,-
Tinashe Panyangara,T Panyangara,ZIM,18,16.75,52.2,1889,26.22,2.58,60.9,Right-hand bat,Right-arm fast-medium
Michael Papps,MHW Papps,NZ,16,16.4,35.34,-,-,-,-,Right-hand bat,-
Tharanga Paranavitana,NT Paranavitana,SL,60,32.58,41.92,102,86,5.05,102,Left-hand bat,Right-arm offbreak
Brenton Parchment,BA Parchment,WI,4,13.75,33.53,-,-,-,-,Right-hand bat,Right-arm offbreak
Wayne Parnell,WD Parnell,SA,4,16.75,37.22,556,27.6,4.46,37,Left-hand bat,Left-arm medium-fast
Adam Parore,AC Parore,NZ,14,36.66,45.76,-,-,-,-,Right-hand bat,-
Nelon Pascal,NT Pascal,WI,2,6,44.44,102,-,3.47,-,Right-hand bat,Right-arm fast
Ajaz Patel,AY Patel,NZ,10,7.57,31.36,1625,33.31,2.7,73.8,Left-hand bat,Slow left-arm orthodox
Jeetan Patel,JS Patel,NZ,38,12.7,51.62,5833,47.35,3.16,89.7,Right-hand bat,Right-arm offbreak
Munaf Patel,MM Patel,INDIA,14,7.5,42.25,2658,38.54,3.04,75.9,Right-hand bat,Right-arm medium-fast
Parthiv Patel,PA Patel,INDIA,38,31.13,48.46,-,-,-,-,Left-hand bat,Right-arm offbreak
Samit Patel,SR Patel,ENG,9,16.77,44.67,858,60.14,2.94,122.5,Right-hand bat,Slow left-arm orthodox
Dane Paterson,D Paterson,SA,4,43,87.75,347,41.5,2.87,86.7,Right-hand bat,Right-arm fast-medium
Irfan Pathan,IK Pathan,INDIA,40,31.57,53.22,5884,32.26,3.28,58.8,Left-hand bat,Left-arm medium-fast
Kurtis Patterson,KR Patterson,AUS,2,144,52.55,-,-,-,-,Left-hand bat,Right-arm offbreak
Darren Pattinson,DJ Pattinson,ENG,2,10.5,42,181,48,3.18,90.5,Right-hand bat,Right-arm fast-medium
James Pattinson,JL Pattinson,AUS,25,26.06,42.94,3963,26.33,3.22,48.9,Left-hand bat,Right-arm fast-medium
Keemo Paul,KMA Paul,WI,6,16,81.35,342,31.5,3.31,57,Right-hand bat,Right-arm fast-medium
Suresh Perera,ASA Perera,SL,3,11.33,47.88,102,-,3.17,-,Right-hand bat,Right-arm fast-medium
Dilruwan Perera,MDK Perera,SL,73,18.58,47.26,10246,35.33,3.22,65.6,Right-hand bat,Right-arm offbreak
Kusal Perera,MDKJ Perera,SL,33,31.13,73.95,-,-,-,-,Left-hand bat,-
Thisara Perera,NLTC Perera,SL,10,20.3,73.02,954,59.36,4.1,86.7,Left-hand bat,Right-arm medium-fast
Ruchira Perera,PDRL Perera,SL,7,11,26.82,746,28.78,3.24,53.2,Left-hand bat,Left-arm medium-fast
Veerasammy Permaul,V Permaul,WI,9,12.25,71.01,1371,43.77,3.44,76.1,Right-hand bat,Slow left-arm orthodox
Kenroy Peters,KK Peters,WI,1,0,0,120,34.5,3.45,60,Right-hand bat,Left-arm medium
Alviro Petersen,AN Petersen,SA,64,34.88,51.75,114,62,3.26,114,Right-hand bat,Right-arm offbreak
Robin Peterson,RJ Peterson,SA,20,27.29,71.49,2515,37.26,3.37,66.1,Left-hand bat,Slow left-arm orthodox
Andile Phehlukwayo,AL Phehlukwayo,SA,4,9.5,48.71,250,13.36,3.52,22.7,Left-hand bat,Right-arm medium-fast
Vernon Philander,VD Philander,SA,94,24.04,44.53,11391,22.32,2.63,50.8,Right-hand bat,Right-arm fast-medium
Glenn Phillips,GD Phillips,NZ,2,26,43.69,-,-,-,-,Right-hand bat,-
Omar Phillips,OJ Phillips,WI,4,40,51.28,-,-,-,-,Left-hand bat,"Right-arm medium-fast, Legbreak"
Dane Piedt,DL Piedt,SA,12,11.9,29.9,1824,45.19,3.86,70.1,Right-hand bat,Right-arm offbreak
Kevin Pietersen,KP Pietersen,ENG,181,47.28,61.72,1311,88.6,4.05,131.1,Right-hand bat,Right-arm offbreak
Liam Plunkett,LE Plunkett,ENG,20,15.86,46.75,2659,37.46,3.46,64.8,Right-hand bat,Right-arm fast
Shaun Pollock,SM Pollock,SA,85,37.56,57.02,13574,25.77,2.48,62.2,Right-hand bat,Right-arm fast-medium
Ricky Ponting,RT Ponting,AUS,228,53.24,60.79,360,187,3.11,360,Right-hand bat,Right-arm medium
Ollie Pope,OJ Pope,ENG,16,43.38,53.3,-,-,-,-,Right-hand bat,-
William Porterfield,WTS Porterfield,IRE,6,9.66,25.55,-,-,-,-,Left-hand bat,Right-arm offbreak
Ramesh Powar,RR Powar,INDIA,2,6.5,72.22,252,19.66,2.8,42,Right-hand bat,Right-arm offbreak
Daren Powell,DBL Powell,WI,57,7.82,35.67,7077,47.85,3.44,83.2,Right-hand bat,Right-arm fast-medium
Kieran Powell,KOA Powell,WI,76,26.81,51.17,6,-,0,-,Left-hand bat,"Right-arm medium, Right-arm offbreak"
Ricardo Powell,RL Powell,WI,1,23,58.97,48,-,4.5,-,Right-hand bat,Right-arm offbreak
Stuart Poynter,SW Poynter,IRE,2,0.5,9.09,-,-,-,-,Right-hand bat,-
Venkatesh Prasad,BKV Prasad,INDIA,6,21,28.18,780,37.27,3.15,70.9,Right-hand bat,Right-arm medium-fast
Dhammika Prasad,KTGD Prasad,SL,39,12.86,53.6,4327,35.97,3.74,57.6,Right-hand bat,Right-arm fast-medium
Seekkuge Prasanna,S Prasanna,SL,1,5,41.66,138,-,3.47,-,Right-hand bat,Legbreak
Dewald Pretorius,D Pretorius,SA,4,7.33,53.65,570,71.66,4.52,95,Right-hand bat,Right-arm fast
Dwaine Pretorius,D Pretorius,SA,6,13.83,50.92,480,36,3.15,68.5,Right-hand bat,Right-arm medium-fast
Ray Price,RW Price,ZIM,36,9.1,34.18,6087,35.78,2.82,76,Right-hand bat,Slow left-arm orthodox
Ashwell Prince,AG Prince,SA,104,41.64,43.7,96,47,2.93,96,Left-hand bat,Right-arm offbreak
Matt Prior,MJ Prior,ENG,123,40.18,61.66,-,-,-,-,Right-hand bat,-
Cheteshwar Pujara,CA Pujara,INDIA,128,48.66,46.18,6,-,2,-,Right-hand bat,Legbreak
Ravindra Pushpakumara,KR Pushpakumara,SL,-,-,-,90,-,1.6,-,Right-hand bat,Right-arm fast-medium
